2014 Mortality Decoding,2015 Mortality Decoding,2016 Mortality Decoding,2017 Mortality Decoding,2018 Mortality Decoding,2019 Mortality Decoding,2020 Mortality Decoding
10.312765,11.314436,12.901845,13.697025,13.102171,13.236647,17.708239
11.8320875,12.879993,14.791838,15.852895,14.991013,15.139344,20.142557
14.034298,15.436503,17.647388,19.047817,17.859245,18.223831,24.34312
13.455898,14.732319,16.80712,18.05136,17.140106,17.275244,23.084814
17.290092,19.153128,21.75963,23.496367,22.15518,22.557512,30.135597
10.466106,11.372496,13.152373,14.23455,13.271637,13.544065,18.007875
6.582662,7.261054,8.322049,8.75786,8.379383,8.488934,11.411445
12.238909,13.267282,15.196725,16.363356,15.508934,15.576011,20.926004
8.449512,9.264305,10.6733055,11.472067,10.889022,11.135172,14.929946
10.956684,12.000668,13.540258,14.659533,13.87755,14.134151,19.092781
9.522583,10.437121,11.887449,12.690741,12.0753,12.131724,16.257267
14.106601,15.604856,17.783087,19.098558,17.958315,18.390245,24.658222
14.272131,15.506973,17.780931,19.222855,18.162449,18.424822,24.530197
29.96985,32.789364,37.504776,40.281902,38.043404,38.562675,51.70014
8.738786,9.600033,10.885846,11.720321,11.131221,11.325292,14.964047
10.703834,11.713135,13.247695,14.382878,13.585529,13.652707,18.302517
16.990322,18.645414,21.366077,22.955498,21.860416,22.155098,29.495068
18.225441,19.982716,22.851692,24.601494,23.246613,23.53434,31.471432
12.426653,13.6782055,15.614482,16.704363,15.915685,16.098337,21.562094
27.942677,30.583517,35.005875,37.53168,35.48628,35.96705,47.93373
17.268007,18.909452,21.674385,23.453764,22.100286,22.42378,30.038738
16.63099,18.167683,20.799885,22.325386,21.003717,21.328741,28.613995
12.594731,13.9737,15.986878,17.202816,16.21799,16.359436,21.752584
10.145737,11.099254,12.703794,13.74028,12.891454,13.1726675,17.501402
28.153444,30.877195,35.15574,37.76405,35.95664,36.320217,48.300625
13.356524,14.6693945,16.866625,17.928898,17.147268,17.149681,22.901533
18.571302,20.341856,23.107302,24.90364,23.64726,23.95411,31.824255
17.48897,19.182325,21.931581,23.610174,22.24483,22.44924,30.054873
8.97331,9.840795,11.318043,12.16417,11.373553,11.517882,15.427191
24.355757,26.907942,30.57268,32.884415,31.055166,31.294771,42.018707
17.337881,19.022804,21.802603,23.307043,21.999376,22.367662,29.862804
13.198703,14.616246,16.645727,18.05363,16.931248,17.138407,22.949188
27.802464,30.446346,34.821014,37.29021,35.296047,35.86685,47.914585
7.541945,8.279863,9.536498,10.443745,9.913724,9.895589,12.917701
9.525047,10.200725,11.840292,12.799437,12.080458,12.231272,16.268412
44.784225,49.136627,56.17252,60.38701,57.02346,57.826126,77.48872
23.266893,25.383057,29.162102,31.388176,29.645636,30.140497,40.15968
14.494028,15.905048,18.278019,19.801294,18.477825,18.887592,25.258629
23.42083,25.671131,29.415665,31.75333,29.970276,30.334463,40.78412
14.885374,16.206617,18.675734,20.08956,18.915018,19.38658,25.843462
8.993842,9.889636,11.406934,12.316572,11.541797,11.660444,15.66756
25.144934,27.466024,31.346708,33.848232,31.957424,32.312267,43.175907
13.904229,15.203043,17.328245,18.749477,17.733486,17.879963,23.835636
9.151647,10.10991,11.663165,12.395685,11.718714,11.869423,15.7770815
16.840017,18.4904,21.12514,22.8691,21.511312,21.848467,29.2288
19.590675,21.488392,24.503033,26.326408,24.967413,25.379593,33.737244
13.403167,14.654977,16.614841,17.722584,16.789652,17.06054,22.717033
19.843279,21.78083,24.796247,26.814621,25.454277,25.743301,34.48906
28.826202,31.554169,36.104706,39.047115,36.67279,37.242203,49.875626
15.766758,17.225653,19.769491,21.135946,20.016275,20.409742,27.223677
23.604002,25.825085,29.519573,31.809507,29.921394,30.366571,40.815453
14.377176,15.669315,18.140852,19.274406,18.288424,18.574808,24.753395
18.872778,20.73788,23.499353,25.163122,24.042406,24.294031,32.41837
15.8807955,17.406494,19.711119,21.36467,20.254337,20.592533,27.41333
25.555082,27.94989,31.961344,34.248905,32.531536,32.918156,43.938824
17.359426,19.022346,21.679716,23.374996,22.134417,22.43626,30.103455
11.774942,12.8284855,14.726085,15.79814,14.949511,15.134655,20.187616
11.221457,12.328243,13.797759,14.956084,14.20022,14.329297,19.256845
4.8948197,5.42343,5.9928703,6.626348,6.3422146,6.352435,8.4761715
19.149698,21.236412,24.205996,25.932436,24.487747,24.776678,33.177067
18.636162,20.498795,23.413582,25.232277,23.828188,24.231457,32.178112
14.156611,15.589087,17.673893,19.102034,18.085615,18.309444,24.585358
25.117247,27.595375,31.618279,33.911194,32.120083,32.60414,43.45912
27.373602,29.93412,34.254528,36.850937,34.8735,35.407932,47.35677
11.423663,12.443561,14.198251,15.196528,14.276147,14.591745,19.659931
10.852609,11.948957,13.559729,14.516304,13.72473,13.903669,18.730991
13.384016,14.561724,16.61537,17.81642,16.840174,17.070932,22.724358
14.883886,16.203667,18.520521,20.04847,18.753424,18.978662,25.39102
18.062716,19.653936,22.359293,24.103773,22.848982,23.160246,31.018934
24.081242,26.369627,30.100826,32.292744,30.604923,30.868317,41.44585
16.865772,18.476728,21.103964,22.808393,21.528307,21.88834,29.035019
9.162521,10.122242,11.407156,12.333408,11.703007,11.818138,15.934773
20.933474,23.008074,26.263174,28.34221,26.74612,27.161982,36.266582
9.519213,10.457055,12.009778,12.795885,12.197622,12.21192,16.498323
13.826609,15.152374,17.364904,18.608858,17.728262,17.950472,23.839243
10.145007,11.189857,12.683268,13.849126,13.222079,13.381078,17.790373
9.559197,10.53303,12.039155,13.152796,12.141258,12.41628,16.865133
8.976555,9.89683,11.38867,12.351896,11.566575,11.625798,15.619328
18.179472,19.97504,22.767637,24.45343,23.152227,23.42069,31.294262
11.202701,12.339983,14.095157,15.303519,14.6490755,14.751023,19.481024
22.492981,24.826393,28.295868,30.433472,28.66864,29.108192,38.856697
11.97942,13.111995,14.955154,16.056667,15.114202,15.401054,20.609144
22.786333,24.876238,28.323727,30.469172,28.899862,29.296194,39.320564
20.70176,22.686264,25.819477,27.877367,26.341545,26.706615,35.97677
15.858729,17.442316,19.843363,21.312963,20.17747,20.523779,27.420527
17.403124,19.02164,21.679464,23.315466,22.258284,22.3631,30.076046
37.103355,40.66725,46.266953,49.929173,47.208126,47.90153,64.00651
19.231178,21.158298,24.062786,25.859539,24.625431,24.984715,33.25608
8.448785,9.162991,10.478451,11.370827,10.70369,10.8400545,14.33202
32.41633,35.523705,40.59223,43.75978,41.343727,41.846024,55.962593
7.619451,8.252353,9.493083,10.186166,9.523082,9.745042,12.853791
17.649841,19.372168,22.075085,23.839384,22.546791,22.98601,30.705784
21.126186,23.224892,26.651302,28.62383,27.125586,27.550407,36.47981
14.443233,15.8400545,18.072746,19.425747,18.209076,18.514618,24.912277
17.88549,19.5866,22.394857,24.112131,22.866695,23.144438,30.607775
26.06594,28.574532,32.71818,35.29107,33.320904,33.807842,45.34555
18.992311,20.793667,23.619137,25.573484,24.183079,24.460104,32.805176
14.449865,15.866738,18.186539,19.561024,18.54437,18.733828,24.947296
14.800684,16.193094,18.299229,19.600203,18.590082,18.73334,25.097668
18.443893,20.258083,23.189463,24.855137,23.584217,23.929287,31.952255
12.64737,13.773519,15.777404,17.055323,16.175484,16.445324,21.979965
8.933705,9.759105,11.121048,12.077257,11.474501,11.430073,15.045685
20.797869,22.782593,26.079798,28.098373,26.432537,26.805874,36.093235
38.238678,41.827057,47.846767,51.302284,48.704826,49.341045,66.01445
14.852965,16.222845,18.57039,20.058796,18.799877,19.171484,25.73101
16.886211,18.458706,21.208483,22.887308,21.32091,21.740314,29.137081
8.903356,9.796396,11.222642,12.164786,11.469577,11.765325,15.761756
7.3255806,8.03339,9.156449,9.727948,9.196265,9.26877,12.361268
8.02959,8.873108,9.993111,10.68383,10.0834055,10.30357,13.636933
6.004626,6.607572,7.4588113,7.861023,7.570477,7.620501,9.938864
10.714182,11.768659,13.472215,14.426338,13.634909,13.76462,18.440044
5.2824383,5.7506957,6.672019,7.0031714,6.597406,6.7065487,9.130192
4.9548182,5.402544,6.16428,6.7159243,6.2451067,6.313818,8.402854
7.2190566,7.8283873,8.916619,9.542481,9.13193,9.375958,12.337819
6.663913,7.3760576,8.285051,9.053041,8.429803,8.602658,11.54361
5.374858,5.950637,6.726261,7.1174173,6.8312664,7.0226955,9.090291
6.5834513,7.2931495,8.396736,9.016398,8.461756,8.642673,11.516362
4.196566,4.666535,5.348803,5.7024617,5.2831798,5.548112,7.377217
4.9379883,5.4388046,6.1711264,6.5216947,6.210535,6.217696,8.468595
4.95723,5.498712,6.18209,6.794216,6.4316177,6.589998,8.663744
5.447469,5.9865704,6.840985,7.3154616,6.802086,7.0281363,9.238493
6.9892545,7.714289,8.761292,9.472098,8.935434,8.89095,12.045494
5.556576,6.0000763,6.9964333,7.5312676,7.1204534,7.2269106,9.554658
9.438812,10.382942,11.889463,12.707605,12.080628,12.159716,16.234873
3.6586087,4.000059,4.624185,4.875507,4.7462244,4.727152,6.3911724
4.505304,4.8585377,5.6247616,5.915508,5.6571736,5.704117,7.6491714
7.747574,8.346706,9.61644,10.410884,9.896324,10.119969,13.388359
4.037605,4.4768496,5.035567,5.4428544,5.0958056,5.262504,6.9905057
5.9363217,6.4637957,7.358632,7.8474073,7.5711126,7.641938,10.222077
9.565054,10.552689,12.089077,12.921904,12.269697,12.4282875,16.685741
4.6932364,5.113015,6.049439,6.3677683,5.993858,5.982998,8.158544
4.9881225,5.4711823,6.217015,6.522462,6.2886105,6.3545494,8.767615
5.3378005,5.8311872,6.7519956,7.175413,6.717667,6.894881,9.236365
7.739385,8.490977,9.495907,10.437589,9.873198,10.013737,13.214488
4.976391,5.491216,6.1681175,6.8509746,6.445206,6.4971943,8.575528
10.633535,11.668327,13.249041,14.320389,13.579682,13.557531,18.300056
4.848373,5.2772717,5.9445715,6.3293686,6.0725517,6.2285905,8.26671
7.194639,8.041938,8.940091,9.76641,9.281089,9.281723,12.273135
3.6998167,4.067442,4.6991854,5.041778,4.8453736,4.988511,6.395107
5.2266097,5.70307,6.527314,6.9940596,6.6342974,6.7459598,8.9727125
4.0392604,4.3827043,5.02217,5.588143,5.191709,5.179973,6.7295403
4.215022,4.5480075,5.2252145,5.671959,5.171829,5.195416,7.0162687
8.473912,9.255081,10.641385,11.260045,10.761647,10.840661,14.523231
6.1040325,6.628277,7.514356,8.084192,7.6205544,7.6942515,10.113686
5.7002716,6.2936583,7.1032457,7.5644536,7.3397546,7.3154707,9.792036
5.3561473,5.7784133,6.604458,6.988657,6.5688343,6.5046062,8.812592
5.472967,6.052051,6.760587,7.2897606,6.842246,7.05606,9.38518
3.512787,3.8063958,4.3723297,4.8167043,4.613446,4.612862,6.509471
4.6723695,5.0884557,5.906713,6.410643,6.0137086,6.211851,8.115417
8.398276,9.129527,10.59654,11.365943,10.648168,10.946336,14.685996
6.379347,6.886432,7.82374,8.342239,7.9753923,7.9912605,10.813578
3.1162906,3.5556347,4.002235,4.423627,4.0688677,4.3191323,5.585467
4.5170226,4.8059435,5.429228,5.6996646,5.434757,5.5886703,7.33535
5.106114,5.5842676,6.3663177,7.0431395,6.5088897,6.6865935,8.760456
5.467156,5.893838,6.614965,7.3328023,6.8717804,6.8598895,9.225989
7.9544206,8.724717,10.136286,11.013025,10.262303,10.239909,13.819607
9.272411,10.048616,11.653652,12.492783,11.932433,12.016466,15.927542
8.347504,9.274849,10.416861,11.363408,10.736048,10.868029,14.548958
6.2221727,6.880966,7.8034706,8.279334,7.8031254,7.8045382,10.505803
5.2982163,5.8809085,6.6556683,7.076125,6.6837206,6.907406,9.130543
5.190008,5.7825537,6.677301,7.329903,6.793571,6.877776,9.29908
3.5056498,3.9204836,4.446607,4.814754,4.409477,4.475293,6.183675
10.228797,11.124606,12.686737,13.741032,12.801985,12.967607,17.649857
11.857714,13.018871,14.873149,15.913064,15.119851,15.294707,20.430182
7.391245,8.143652,9.259651,10.120318,9.565352,9.725873,13.07059
8.369021,9.131409,10.52232,11.246704,10.626189,10.720133,14.446299
3.8187873,4.1529174,4.790617,5.155303,4.9087944,5.0542574,6.7225714
6.946053,7.5797772,8.68289,9.34416,8.6989355,8.850166,11.829128
8.191073,9.090852,10.139667,11.046545,10.444857,10.638799,14.08338
8.26101,9.078326,10.418712,11.31103,10.619317,10.837681,14.638574
4.8524675,5.258999,6.071959,6.6260433,6.247188,6.162762,8.579686
7.111658,7.860566,9.047319,9.717919,9.193561,9.235739,12.453295
3.8764193,4.3366957,4.7031384,5.1490765,4.769211,4.90473,6.3100214
7.5514627,8.470775,9.655588,10.450576,9.823323,9.846074,13.256259
6.6081104,7.16893,8.128883,8.684011,8.255357,8.23237,10.813471
10.15328,11.085873,12.719478,13.570715,12.875658,13.183652,17.643984
6.0002537,6.5600834,7.490102,8.183952,7.7423763,7.987886,10.386396
3.0328708,3.3390863,3.8259957,4.243562,3.88265,3.918549,5.125223
5.5880384,6.0844884,6.9807305,7.494417,7.125334,7.1775546,9.5828905
6.936086,7.4718227,8.589317,9.227105,8.778915,8.885193,11.717724
3.4084687,3.7735538,4.087377,4.3318696,4.2323437,4.3172255,5.6132603
4.221669,4.7271795,5.5301003,5.7979774,5.3803334,5.5300736,7.256309
4.542177,4.877715,5.5908203,5.964016,5.565363,5.73604,7.5611105
12.891482,14.16747,16.036898,17.250296,16.318216,16.59918,22.123346
10.21202,11.292236,12.948296,13.7594185,13.092457,13.287457,17.608643
5.931925,6.544927,7.554246,8.110889,7.684171,7.880168,10.224971
7.2399187,8.03282,9.220514,9.880213,9.369231,9.571072,12.872731
5.5205,6.0097713,6.9509673,7.505791,6.9982343,7.05415,9.476687
11.7667,12.88429,14.758763,16.004742,15.112967,15.371163,20.223246
5.9475217,6.6420965,7.666132,8.180022,7.7444882,7.781012,10.258075
2.389103,2.615025,2.960995,3.3031065,3.0682757,3.1306286,4.203944
5.624342,6.1278543,6.9152927,7.520181,7.123123,7.3360457,9.737025
5.7047343,6.196507,7.0096655,7.645979,7.234541,7.47258,9.90599
6.3716187,6.866703,7.8763227,8.352864,7.9607363,8.1517935,10.967443
9.105075,9.944843,11.423663,12.326979,11.631004,11.724042,15.402447
7.103296,7.62559,8.756289,9.396221,8.901289,9.014692,11.931047
8.113244,8.861216,10.042629,10.804953,10.236545,10.319143,13.971846
9.02955,9.85681,11.097525,11.950782,11.282876,11.479322,15.306255
5.899878,6.54933,7.4702945,8.218813,7.6496696,7.7464466,10.510574
7.954558,8.70417,9.951246,10.625781,10.110763,10.162788,13.679438
10.296621,11.309601,12.845549,13.79441,12.994463,13.228741,17.741718
4.039624,4.574671,4.9549294,5.265503,5.0299864,5.1075315,6.940412
3.986813,4.263035,5.0727186,5.3147717,5.00256,4.915149,6.7469053
7.3321447,8.054025,9.146848,9.851042,9.237054,9.357983,12.463854
7.043242,7.7057195,8.9295635,9.489093,8.958089,9.080703,11.991071
5.0077167,5.332333,5.9868693,6.342113,6.0535398,6.1427627,8.271107
12.726905,13.88606,15.884643,17.071207,16.131998,16.324118,21.84159
8.916639,9.619417,10.741129,11.679991,11.091886,11.179285,14.829186
9.299502,10.209487,11.668731,12.662166,11.946886,12.107285,16.00756
12.714449,13.936326,15.839843,17.134691,16.02936,16.17726,21.811375
6.622811,7.2606874,8.413164,8.939771,8.203102,8.351437,11.436928
10.723417,11.677883,13.314637,14.534454,13.667314,13.806051,18.563295
10.242365,11.154112,12.725161,13.513325,12.748134,12.816303,17.346136
11.596267,12.7193775,14.5770645,15.670894,14.89051,15.013571,20.06967
7.7193,8.501733,9.712649,10.378478,9.78822,10.077935,13.459925
14.646756,16.065739,18.366934,19.8264,18.571087,18.89266,25.403538
13.171616,14.392862,16.35639,17.715448,16.784128,17.054026,22.892607
5.9141865,6.5159307,7.34938,7.9440103,7.4793506,7.644445,10.103072
7.5211625,8.022294,9.240992,9.846758,9.411549,9.460773,12.620228
9.409094,10.328763,11.599675,12.614865,11.989621,12.063169,16.092358
5.940622,6.6077313,7.297251,7.880112,7.414249,7.525597,10.346943
11.266015,12.411651,14.198285,15.335156,14.442407,14.758149,19.633013
9.067019,9.882896,11.324638,12.324218,11.625134,11.727956,15.8081045
11.642065,12.878301,14.5462675,15.7060995,14.867961,15.220988,20.323341
10.371866,11.326599,12.979151,13.916827,13.029794,13.184394,17.746536
6.0918484,6.630512,7.7002726,8.422507,7.7510595,7.9020023,10.6372
7.151009,7.9077945,8.968592,9.6494465,9.076284,9.173323,12.362035
6.7793694,7.3737717,8.3463,8.951774,8.509885,8.703533,11.461593
9.072363,10.092892,11.487073,12.486155,11.624752,11.759293,15.837933
6.4330015,6.9597445,8.0539,8.846654,8.212604,8.437198,11.18088
15.085093,16.543167,18.761139,20.118828,19.310955,19.397404,25.991714
5.136898,5.692132,6.4654093,7.018714,6.634044,6.8518972,9.112684
8.043053,8.778,10.124335,10.943149,10.228739,10.53952,13.861563
6.9391975,7.6220665,8.820318,9.501864,8.93554,9.092823,12.069167
5.026637,5.3182735,6.0440845,6.541954,6.129321,6.2332063,8.361352
11.007887,12.1525,13.671628,14.644046,13.874587,14.162584,18.821209
8.8241825,9.689278,10.8932085,11.6246605,11.169644,11.293939,15.021837
5.531297,5.9912987,6.8479047,7.3930407,6.955029,7.1468134,9.192548
5.8509674,6.412917,7.4220047,7.855695,7.4788804,7.360251,9.912247
3.7675471,4.239557,4.9644084,5.1883173,4.934465,4.9405894,6.468909
4.876339,5.242661,5.991494,6.4235983,6.10636,6.188983,8.266438
8.538918,9.387179,10.608308,11.37986,10.854169,10.973552,14.5559
14.123383,15.481585,17.733524,19.1841,18.072004,18.21892,24.516603
9.633061,10.554459,12.022376,13.000923,12.237327,12.542602,16.690535
12.526108,13.834353,15.973229,17.09668,16.14481,16.426472,21.747252
9.004683,9.846361,11.219921,11.815815,11.225047,11.452502,15.494638
4.8221335,5.313241,6.239329,6.50227,6.085941,6.211951,8.299921
4.930111,5.486554,6.333754,6.805726,6.3516912,6.46581,8.57589
7.0834618,7.7656045,8.996432,9.694119,9.162231,9.240896,12.294422
8.423121,9.181098,10.508153,11.277991,10.638839,10.805519,14.542157
5.2653155,5.8878727,6.703603,7.2447996,6.9414806,6.9758606,9.151507
8.032075,8.842262,10.139844,10.646347,10.009912,10.063714,13.831161
5.075706,5.537605,6.159568,6.8170114,6.373246,6.4666023,8.721416
11.497198,12.60931,14.517434,15.611764,14.67138,14.835729,19.963247
7.0595026,7.7712116,8.67017,9.373244,8.944881,8.896074,12.008436
13.199739,14.442704,16.71652,17.954002,16.889671,17.19371,22.772697
4.8352237,5.2924867,6.1128078,6.4432096,6.1804824,6.430816,8.491896
11.87379,12.936088,14.873278,16.25176,15.212404,15.3920145,20.670586
6.005303,6.4238977,7.346371,7.9490633,7.492191,7.5526304,10.098504
13.692293,14.920279,17.029034,18.30411,17.489782,17.588892,23.542097
7.7430387,8.475476,9.8491125,10.609775,10.052165,10.21841,13.62086
6.8138747,7.493012,8.625093,9.126358,8.69098,8.8622265,11.453583
6.6642838,7.307754,8.471135,9.182058,8.723175,8.880905,11.58684
7.6631007,8.21185,9.472392,10.246336,9.700597,9.787315,12.934724
5.621229,6.211121,6.8803844,7.430657,7.007138,7.1516523,9.497021
6.148445,6.8778505,7.803668,8.189168,7.8018064,7.9320083,10.8624115
10.86814,11.889906,13.492674,14.262594,13.637312,13.734668,18.549107
4.6994386,5.062135,6.1053185,6.235935,5.9608026,6.150925,7.8656855
13.001123,14.444845,16.446259,17.858198,16.87116,16.891613,22.584269
6.5612392,7.183488,8.326983,9.034093,8.44103,8.609126,11.467422
9.1594515,10.119589,11.555857,12.309231,11.680601,11.763081,15.895996
5.2379694,5.6183143,6.2961016,6.7249675,6.381356,6.5853934,8.7640705
11.505801,12.767349,14.591373,15.600624,14.848959,15.097809,20.061428
5.7702227,6.369088,7.2953224,7.6815734,7.2551723,7.336521,9.781472
5.941512,6.563653,7.355056,7.87122,7.627435,7.5535693,10.238784
11.91333,12.981024,14.838443,15.917684,15.110249,15.415026,20.515429
7.657202,8.478098,9.750552,10.54088,9.736377,10.026405,13.492759
5.3647976,5.9821095,6.9693832,7.422653,6.9678593,7.1247187,9.470257
7.4588723,8.038812,9.112553,9.727583,9.350782,9.36945,12.617925
4.365314,4.843756,5.500037,5.838116,5.670819,5.6552153,7.403579
6.4271474,7.139478,7.9360127,8.727544,8.270102,8.345197,11.092979
8.994347,9.872564,11.311845,12.18429,11.583765,11.866444,15.705542
5.7718825,6.3908496,7.327885,7.865756,7.362965,7.5816264,10.076358
14.183058,15.598491,17.684313,19.145048,17.977747,18.279497,24.36169
5.722422,6.2422805,7.3420415,7.9111114,7.179192,7.2945848,9.935829
8.366985,9.231639,10.705006,11.551011,10.888451,11.014309,14.610994
5.293531,5.7328367,6.609911,7.095814,6.70217,6.863569,9.09178
6.310147,6.966348,8.026998,8.720684,8.015172,8.325567,10.999331
7.1830416,7.79778,8.991476,9.5647135,8.898234,9.0928755,12.247308
8.071351,8.974471,10.118742,10.941253,10.514373,10.613946,14.164664
12.116382,13.370931,15.167165,16.21957,15.301372,15.504239,20.691051
5.36372,5.9947314,6.8972683,7.4472275,7.037945,7.138419,9.422753
16.561903,18.14619,20.715452,22.333189,21.0628,21.251135,28.287622
6.009375,6.57647,7.422694,8.069909,7.47061,7.590359,10.227359
13.86384,15.225037,17.148159,18.467884,17.505938,17.699268,23.702242
5.263775,5.7504463,6.580778,7.0919833,6.6153564,6.7968206,9.035464
7.616898,8.246242,9.535433,10.252238,9.665406,9.741412,13.00356
6.389551,6.9709167,8.042999,8.552033,8.129568,8.041208,10.850792
7.070446,7.828125,8.855643,9.641143,8.970608,9.130946,12.281109
7.152324,7.912983,9.12966,9.773854,9.298303,9.347886,12.568807
5.3772697,5.8312087,6.878784,7.370998,6.9330235,7.1218233,9.342965
12.9192505,14.150607,16.090176,17.403551,16.358856,16.574677,22.381865
6.4193964,7.0273194,8.0243845,8.858947,8.225174,8.3532,11.108897
5.8080335,6.342511,7.327977,7.911378,7.5568323,7.524906,9.8531885
7.438877,8.214095,9.142647,9.710529,9.320951,9.454225,12.731317
6.6448517,7.330785,8.281989,8.862835,8.2822895,8.351339,11.154694
5.217348,5.6425467,6.1860123,6.618126,6.4524913,6.456387,8.535876
6.0540967,6.641092,7.854476,8.382003,7.935855,8.042189,10.681031
15.3619175,16.739073,19.011318,20.456068,19.309155,19.644741,26.346727
14.621019,15.976011,18.291315,19.661888,18.528166,18.764132,25.098757
9.96555,10.755007,12.276956,13.302537,12.516344,12.695521,17.212803
15.518897,17.01741,19.294754,20.632483,19.872635,19.945017,26.463757
17.29896,19.012108,21.764101,23.385727,22.114363,22.447922,29.882874
26.350119,28.929657,32.930386,35.3254,33.454666,33.880386,45.39712
14.1563835,15.469882,17.982183,19.3275,18.252243,18.603178,24.770618
11.510031,12.624601,14.323032,15.338018,14.483323,14.783037,19.704397
29.490013,32.438637,37.05577,39.789696,37.649677,38.117256,51.12863
43.24417,47.595135,54.24819,58.44081,55.26313,56.213062,74.99935
27.09552,29.585981,34.061905,36.308105,34.440895,34.95012,46.851532
24.973204,27.433565,31.399275,33.85177,31.853477,32.45025,43.345684
43.01126,47.101894,53.959583,57.964302,54.90495,55.658417,74.377304
20.74707,22.695364,25.8519,27.701752,26.182846,26.628765,35.680878
21.517004,23.685894,26.911556,28.88573,27.362625,27.725134,36.980217
39.282524,43.095078,49.203247,52.860184,49.99855,50.61792,67.65557
13.320391,14.609931,16.544386,17.988525,16.912899,17.05054,22.84939
25.08908,27.574982,31.369518,33.812748,31.988487,32.542522,43.428032
16.81163,18.43159,21.041054,22.677406,21.52464,21.817299,28.833551
15.195126,16.772486,19.164585,20.564726,19.53005,19.756302,26.48535
12.670767,13.885636,15.780504,16.870674,15.9085245,16.178572,21.540596
43.924213,48.090614,55.052708,59.17939,55.918938,56.711483,75.78745
8.65637,9.632991,10.726445,11.564061,11.030261,11.079449,14.785104
29.606464,32.447857,37.061474,40.089317,37.776455,38.338978,51.43371
31.96638,35.002907,39.983906,42.987907,40.739296,41.196285,55.156868
22.714085,24.979475,28.592468,30.73328,29.091122,29.495377,39.268063
8.65671,9.686722,11.011057,11.94333,11.248334,11.375046,15.183007
35.436455,38.784275,44.123085,47.537254,44.70235,45.5073,60.80884
30.364904,33.320152,38.132748,41.15497,38.9802,39.519253,52.621014
41.432316,45.442196,51.750248,55.624985,52.84743,53.41692,71.50438
15.250344,16.649805,19.111174,20.690521,19.318998,19.58757,26.284492
22.830072,25.025904,28.49177,30.76715,29.104803,29.624641,39.378445
12.932022,14.168652,16.07615,17.370266,16.414974,16.667469,22.411545
13.633545,15.023776,17.183426,18.441929,17.515606,17.785233,23.950953
29.289206,32.09036,36.61633,39.422787,37.23662,37.69018,50.62281
46.72219,51.309235,58.434414,62.81905,59.609646,60.181423,80.7972
27.277172,29.889462,34.102238,36.66598,34.774517,35.238056,46.955845
20.884665,22.881447,26.26294,28.385794,26.912018,27.316565,36.56421
38.595127,42.269737,48.528698,52.400124,49.399185,50.218792,66.99759
23.113274,25.34765,29.012754,30.959063,29.35052,29.838205,39.771774
9.34076,10.216227,11.805729,12.630178,11.888237,11.992674,15.951388
37.995686,41.674644,47.67751,51.13839,48.403107,49.185852,65.58061
22.799953,25.045492,28.531614,30.869768,29.15855,29.447725,39.499893
37.30093,40.907738,46.696903,50.258453,47.668045,48.269753,64.62892
11.553724,12.651672,14.416196,15.470275,14.793706,14.948828,19.87634
20.846636,23.023851,26.16595,28.40999,26.780216,27.193455,36.477207
11.167765,12.18681,13.865347,14.837092,14.273753,14.374491,19.194004
35.184242,38.711075,44.002247,47.368492,44.876003,45.353725,60.80109
11.622009,12.75185,14.630367,15.663731,14.904814,15.09218,20.105
15.266766,16.74073,19.269136,20.727024,19.474243,19.951561,26.58247
34.49846,37.85742,43.1839,46.424904,43.918945,44.562233,59.587166
30.889214,33.85008,38.596123,41.348564,39.34442,39.760178,53.0533
12.935595,14.404923,16.265154,17.502018,16.720966,16.943737,22.813337
11.613717,12.818823,14.619005,15.668004,14.968499,15.111378,20.171879
21.868782,24.06613,27.428156,29.415462,27.871471,28.124292,37.696167
9.581771,10.557651,12.0729885,12.997375,12.293056,12.461226,16.555254
13.680572,15.122538,17.204279,18.364975,17.557379,17.773678,23.582586
16.928854,18.843027,21.327126,22.928602,21.820168,22.168442,29.379517
32.795822,36.014988,41.25974,44.34888,41.91306,42.492523,56.690426
26.40733,28.931805,33.158222,35.787884,33.717503,34.23849,45.71987
26.313723,28.906267,32.996117,35.44712,33.412346,33.91334,45.41832
41.360836,45.42138,51.644844,55.69096,52.599712,53.358707,71.49637
42.953674,47.263485,53.806988,57.909042,54.811295,55.63087,74.32938
28.561163,31.376606,35.72939,38.530056,36.442795,36.9107,49.336918
11.053958,12.125665,13.80185,14.82153,14.027295,14.204305,19.001238
20.685268,22.615393,25.810907,27.788643,26.222788,26.626795,35.368874
28.531744,31.397387,35.90356,38.509712,36.41927,36.838886,49.324486
39.76318,43.743748,49.800163,53.722588,50.712578,51.446865,68.85861
39.534683,43.4818,49.646954,53.332516,50.562843,51.243877,68.44424
30.8446,33.854927,38.662292,41.628284,39.464664,39.875786,53.359936
22.60279,24.76258,28.30132,30.539413,28.884727,29.268742,39.041237
26.112684,28.706663,32.920006,35.48381,33.448902,33.96889,45.540283
21.747133,23.96639,27.389612,29.299755,27.752975,28.064049,37.49749
11.82291,13.05566,14.945828,16.18606,15.1636915,15.386389,20.729952
15.09024,16.547344,18.870235,20.345364,19.23439,19.481756,26.10491
16.003876,17.516207,20.082409,21.4718,20.347872,20.621504,27.57559
16.125704,17.593973,20.228868,21.758955,20.613792,20.91436,27.927458
14.5501,15.916971,18.211802,19.486185,18.422163,18.649158,24.971804
36.003162,39.44906,45.174484,48.521343,45.91048,46.675793,62.37802
