2014 SVI Mobile Homes Encoding,2015 SVI Mobile Homes Encoding,2016 SVI Mobile Homes Encoding,2017 SVI Mobile Homes Encoding,2018 SVI Mobile Homes Encoding,2019 SVI Mobile Homes Encoding,2020 SVI Mobile Homes Encoding
20.262455,20.802597,21.343735,20.911737,20.47977,20.13859,19.797337
-5.5685487,-5.492739,-5.416294,-5.4104815,-5.4034905,-5.0713654,-4.7386985
40.51175,40.35357,40.196075,40.49843,40.80068,40.928135,41.055576
-1.2971734,-1.0227298,-0.7466191,-0.93769157,-1.1282996,-1.8617333,-2.5948083
-39.082825,-39.389626,-39.69731,-40.12101,-40.543636,-40.58333,-40.623898
60.410725,60.58086,60.75045,60.603313,60.45567,59.95508,59.452354
-50.912918,-51.294373,-51.674984,-51.69236,-51.70767,-52.099342,-52.490685
-76.939156,-76.77029,-76.60005,-76.33026,-76.05969,-76.102615,-76.14719
-37.416576,-37.418804,-37.420918,-37.44676,-37.47299,-37.64648,-37.82019
35.61938,35.661797,35.705288,35.95262,36.20034,35.94421,35.68804
27.136494,27.26699,27.39706,26.802208,26.20854,26.155262,26.102903
-28.566061,-28.56854,-28.572287,-28.754416,-28.936277,-29.10641,-29.276255
-39.850624,-39.5119,-39.17241,-39.72002,-40.268238,-40.27945,-40.29017
51.063156,50.736805,50.412415,50.25831,50.102287,50.129604,50.157795
-66.00277,-66.240776,-66.477745,-66.28022,-66.0819,-65.61522,-65.14899
-90.599686,-90.52365,-90.44731,-90.42072,-90.3945,-90.58159,-90.76958
-9.655789,-9.425385,-9.195327,-9.802137,-10.409855,-10.92421,-11.437881
-15.686942,-15.606728,-15.525512,-15.361763,-15.197609,-15.468193,-15.737396
20.749119,20.740189,20.729885,20.55115,20.373219,20.780266,21.18595
9.136586,9.23133,9.32511,9.49183,9.6574335,9.871074,10.084456
27.08176,26.732847,26.382944,26.36599,26.350891,26.587091,26.822048
-27.829458,-27.790583,-27.751001,-27.505442,-27.260878,-27.637047,-28.014824
33.515423,34.078312,34.641212,34.955856,35.26912,35.15242,35.03626
12.5746565,13.089325,13.605897,13.610281,13.615022,13.483899,13.354642
-35.45733,-35.509567,-35.56307,-35.202774,-34.84306,-34.7034,-34.561546
33.792942,33.667774,33.5419,33.251976,32.961872,32.785343,32.60772
-62.37939,-62.00598,-61.63331,-61.48267,-61.33347,-61.39817,-61.463043
-2.0118146,-1.7416388,-1.4706504,-1.4334179,-1.3951278,-1.0447856,-0.69446206
-1.0883473,-0.9201492,-0.75248253,-0.87013066,-0.987347,-1.0438048,-1.1002191
71.078224,70.78249,70.48583,70.427666,70.36883,70.12773,69.887596
56.159714,56.378323,56.59692,56.76771,56.93923,57.424496,57.90774
-15.605231,-15.863225,-16.120382,-15.982377,-15.843487,-15.4606285,-15.0785675
-95.76962,-96.17522,-96.57939,-96.154015,-95.729904,-95.84274,-95.95468
-7.1001277,-7.0470195,-6.995109,-7.2969756,-7.600227,-7.1570106,-6.712215
-14.438547,-14.440878,-14.4428625,-14.666297,-14.889701,-15.191723,-15.492132
-25.305853,-25.471611,-25.636383,-25.690681,-25.744732,-25.973965,-26.203955
-2.784197,-3.051253,-3.317785,-4.078827,-4.8387194,-4.452882,-4.066327
2.4416788,2.3288114,2.2157972,1.8515127,1.4862993,1.3719957,1.2581499
-37.3137,-37.181896,-37.04996,-36.935883,-36.82402,-37.235962,-37.64871
-27.929054,-28.06954,-28.208063,-28.575315,-28.94206,-28.61812,-28.294302
107.43334,107.99947,108.563126,108.87156,109.18029,108.99734,108.814285
-3.387979,-2.7969518,-2.205265,-2.4370728,-2.6677213,-2.4538503,-2.2396307
12.23237,11.655521,11.079558,11.11899,11.158722,11.129088,11.0991955
-55.456314,-55.240456,-55.023388,-54.683098,-54.34298,-54.383827,-54.425186
64.32419,64.67328,65.02154,64.91377,64.80615,64.55905,64.31079
86.44724,86.3164,86.186,86.23579,86.28437,86.25744,86.23037
2.9577568,2.8010166,2.6436074,2.3794,2.115421,1.7368801,1.3598154
20.838469,20.53881,20.237133,19.749601,19.262497,19.34029,19.417578
-27.810083,-27.696987,-27.583424,-27.128063,-26.67126,-27.055082,-27.438885
5.963408,5.8637314,5.7635794,5.670191,5.5761576,4.852998,4.130023
56.614788,56.35759,56.100426,56.09254,56.083443,56.314304,56.546295
0.38175133,0.5342995,0.6873455,0.93310463,1.180027,1.4434315,1.7068917
6.747607,6.89151,7.0365725,6.871164,6.70632,6.613837,6.521412
100.44474,100.837006,101.23029,100.51931,99.80883,99.28912,98.7698
-142.05171,-142.17717,-142.3035,-141.91576,-141.52794,-141.51088,-141.49496
28.839607,29.286057,29.73227,29.705881,29.676834,29.580086,29.483683
-32.043556,-31.618614,-31.193151,-31.190815,-31.188833,-31.6143,-32.03884
-2.719695,-3.0909798,-3.4624345,-3.6136303,-3.7656033,-3.798206,-3.82902
-63.584297,-63.315594,-63.04913,-63.347218,-63.645985,-63.94394,-64.24179
-92.14986,-92.22367,-92.296585,-92.48211,-92.66817,-92.65008,-92.630714
54.53983,54.476795,54.411594,54.555176,54.699856,55.15668,55.61398
-64.13388,-64.228546,-64.32418,-64.072754,-63.822914,-64.14525,-64.46594
-31.095123,-31.142849,-31.190506,-30.94951,-30.707489,-30.474487,-30.241564
24.153349,24.08131,24.008318,23.92225,23.835339,23.5671,23.297749
8.471177,8.217641,7.9629664,8.262916,8.562964,8.547698,8.533772
-20.447975,-20.473024,-20.497755,-20.412102,-20.327019,-19.81369,-19.298477
-3.8249176,-3.8722255,-3.9208095,-3.8846176,-3.8488662,-4.129634,-4.409732
32.985687,33.43082,33.877964,33.709988,33.542233,33.67559,33.809875
20.162457,20.741842,21.320076,21.469946,21.618586,21.927773,22.238644
-51.93142,-51.766834,-51.60132,-51.831757,-52.0626,-52.309868,-52.55847
-47.222622,-47.24084,-47.258564,-47.380543,-47.50276,-46.93921,-46.375576
39.126934,39.195778,39.264652,39.750973,40.23573,40.088062,39.940105
35.243332,35.369667,35.496307,35.309856,35.124535,35.478355,35.832264
-0.22010231,-0.43472075,-0.64932156,-0.5815499,-0.5143347,-0.7738838,-1.0352936
30.027119,30.09759,30.166822,29.749756,29.331362,28.745968,28.16216
45.352844,45.054142,44.755814,45.19676,45.6375,45.87214,46.106995
88.60437,88.89606,89.18793,89.17022,89.15133,89.30468,89.45543
-71.18063,-71.11867,-71.05478,-70.59863,-70.140755,-69.870964,-69.60182
11.797418,11.9074135,12.017325,12.556049,13.09433,13.163861,13.230768
40.551994,40.605717,40.66003,40.08569,39.512444,39.19694,38.884197
9.11869,9.184529,9.249747,9.166013,9.083678,9.38095,9.677514
-25.28983,-25.513073,-25.735783,-25.799908,-25.863682,-25.48974,-25.116217
-27.37802,-27.046463,-26.714773,-26.725266,-26.736628,-26.654436,-26.57287
21.333715,21.343952,21.354528,21.343454,21.331518,21.166218,20.998648
34.357227,34.051064,33.745255,33.70878,33.67269,34.133976,34.594975
-4.179439,-4.3798313,-4.582194,-4.395406,-4.2085886,-4.3873935,-4.56607
3.1966486,3.4183655,3.6380281,2.962514,2.287015,2.1000166,1.9149103
-0.24667485,-0.6150754,-0.9818347,-0.69205505,-0.40316328,-0.2519153,-0.10172113
7.387531,7.573206,7.7579904,7.7093854,7.6605315,8.090228,8.519328
-19.13987,-18.326727,-17.51305,-17.536236,-17.559711,-17.55428,-17.54962
23.567146,23.552134,23.535618,23.838202,24.139505,23.790358,23.442972
8.24619,8.618544,8.990961,9.178532,9.366241,9.460318,9.553932
-90.29319,-90.56345,-90.83212,-90.81667,-90.80076,-91.13384,-91.46812
50.53782,50.333214,50.128983,49.783623,49.437943,49.532322,49.6279
-3.81998,-3.3774984,-2.933756,-2.7421668,-2.5507739,-2.5280092,-2.5043504
68.329384,68.499176,68.66917,68.98745,69.305016,69.399506,69.49151
75.12857,75.19621,75.26425,75.040306,74.81605,74.86692,74.91797
-23.509565,-23.208946,-22.909246,-22.897999,-22.887022,-23.138056,-23.3891
-8.564584,-8.752797,-8.940282,-9.0868635,-9.234232,-9.343575,-9.452597
-25.35712,-24.947273,-24.536013,-24.24641,-23.957409,-24.536114,-25.11464
-35.27032,-35.78612,-36.300148,-36.021023,-35.74133,-35.060467,-34.380432
-17.390623,-17.434515,-17.477573,-17.652489,-17.826614,-17.443495,-17.061836
42.642807,43.003223,43.363342,43.40715,43.451965,43.47253,43.49486
-8.565348,-8.674717,-8.785176,-8.407875,-8.030449,-8.12458,-8.2183075
37.494125,37.500637,37.507957,37.23537,36.96293,36.83624,36.70986
-52.521557,-52.65842,-52.79459,-52.059483,-51.324413,-51.17633,-51.02921
60.62222,60.89977,61.176052,61.757614,62.339924,61.798664,61.25608
-99.32184,-99.007385,-98.69241,-98.393745,-98.09573,-97.90191,-97.70681
-20.654154,-20.561533,-20.467821,-20.452059,-20.436855,-20.74663,-21.056131
7.9482427,8.11397,8.279254,8.267621,8.255876,8.002898,7.750421
30.812527,30.784203,30.756437,30.401405,30.04446,29.94583,29.84613
10.539335,11.052456,11.566097,11.895048,12.222147,11.171018,10.120802
-32.657288,-33.117474,-33.57787,-33.535873,-33.494263,-33.469685,-33.44539
-4.164194,-4.3185577,-4.4720135,-4.418373,-4.3635025,-3.9855614,-3.6067028
0.3091924,0.8580596,1.4075468,1.455612,1.501622,1.4144742,1.3272674
29.112898,29.01416,28.914284,28.940208,28.966135,28.937939,28.910717
11.67048,11.065901,10.460681,10.539256,10.619622,10.447788,10.277045
-57.565155,-57.798733,-58.03228,-58.201176,-58.37032,-57.941875,-57.513927
-30.066416,-29.970755,-29.874468,-29.647722,-29.423008,-29.450397,-29.477472
19.6644,19.736763,19.80913,19.951708,20.094492,19.9344,19.77394
-41.958862,-42.255203,-42.553253,-42.422153,-42.29071,-42.11371,-41.93727
43.29919,43.26996,43.239902,43.296856,43.353638,43.446198,43.538807
-105.863594,-105.51948,-105.17358,-104.60798,-104.04283,-103.844894,-103.64506
-85.788734,-85.860535,-85.931786,-85.95284,-85.97365,-85.87835,-85.78219
-30.432402,-30.134398,-29.83624,-29.438505,-29.040485,-28.982378,-28.924545
-88.66717,-88.62368,-88.581215,-88.73397,-88.885216,-88.4621,-88.03812
1.0700641,0.74402004,0.41693455,0.5753742,0.73646504,1.0037093,1.2718005
-39.29468,-39.48233,-39.669704,-39.40973,-39.149292,-38.759377,-38.370045
48.517666,48.43227,48.345524,48.50874,48.67082,49.00485,49.33691
-47.29794,-46.99252,-46.68636,-47.01913,-47.352665,-46.998203,-46.64289
33.518307,34.033234,34.548824,34.240387,33.93017,33.613007,33.29375
-35.859207,-36.051334,-36.2437,-36.311703,-36.38111,-36.490147,-36.59781
78.55012,78.66697,78.783806,78.51174,78.23968,78.31646,78.39204
1.0721515,0.6951679,0.31794396,0.017734902,-0.2843891,-0.9833733,-1.6845299
-11.494043,-11.502015,-11.51167,-11.634219,-11.7566595,-11.040381,-10.322652
-59.00391,-58.983784,-58.966072,-59.051876,-59.137043,-59.122643,-59.107597
31.286867,31.648485,32.010002,31.59052,31.17279,31.51869,31.863949
-35.804108,-35.816994,-35.82948,-35.405552,-34.982014,-35.45463,-35.927876
18.524137,18.629772,18.73634,19.542847,20.349041,20.91556,21.482029
-11.738153,-11.839282,-11.939948,-11.556944,-11.172817,-10.841592,-10.510461
-13.196358,-13.352652,-13.509274,-13.377619,-13.24675,-12.664093,-12.081064
-0.6492663,-0.90665823,-1.1645737,-0.71818453,-0.2715254,0.270112,0.8114709
17.511127,17.622435,17.732975,17.82877,17.923365,18.417929,18.910477
6.85711,6.917926,6.980084,6.688344,6.3960953,5.80637,5.2161016
-8.313742,-8.096956,-7.8821845,-8.148973,-8.416742,-8.293892,-8.170652
52.622574,52.88398,53.145683,53.31686,53.489136,53.285027,53.079643
-28.892225,-28.705408,-28.518435,-28.141512,-27.764294,-28.075426,-28.385767
-59.064945,-59.472607,-59.880203,-60.087894,-60.294643,-60.7167,-61.138348
-15.225358,-15.29617,-15.3678255,-15.018508,-14.669286,-14.610755,-14.551248
67.20809,67.05363,66.89839,66.55096,66.202805,65.54055,64.87744
-78.30951,-78.345146,-78.38173,-77.89561,-77.41035,-77.58068,-77.74918
54.103176,54.450916,54.797955,54.854527,54.910847,54.684437,54.456787
52.264267,52.442753,52.621593,52.613743,52.606384,52.395985,52.185654
10.045131,10.321643,10.598081,10.711634,10.824588,10.259784,9.694994
-2.4863565,-2.2883642,-2.0893762,-2.7870347,-3.4845617,-3.9146192,-4.3452644
17.78759,18.102837,18.417591,18.833399,19.249207,19.206314,19.163692
-3.1343446,-3.5275044,-3.9200015,-3.9606652,-4.0013676,-4.2063236,-4.411935
32.362537,31.914692,31.466654,31.893263,32.31929,32.204746,32.09098
-19.757973,-19.718277,-19.678148,-19.36108,-19.0436,-18.605637,-18.168106
-40.22444,-40.52271,-40.820984,-40.88471,-40.949238,-41.093292,-41.236332
-18.625652,-18.704603,-18.782513,-18.821213,-18.860647,-18.611803,-18.363518
-58.36691,-57.87693,-57.387367,-56.991257,-56.594746,-56.857735,-57.119896
29.89141,29.861874,29.831993,29.176804,28.523584,28.581686,28.639378
-31.33294,-31.49407,-31.653456,-31.619019,-31.585142,-30.731833,-29.875435
-85.28144,-85.59365,-85.90574,-85.49978,-85.09516,-84.969574,-84.84532
73.24355,73.29414,73.34383,72.82414,72.30519,72.158356,72.01195
-15.579723,-15.503069,-15.426386,-15.458401,-15.489328,-15.348799,-15.210787
12.62748,12.658035,12.689891,12.2937155,11.897541,11.732189,11.565531
3.2924,3.3431268,3.3937893,2.933432,2.473278,2.663217,2.8550324
34.690144,34.728523,34.766205,34.412907,34.059036,34.12327,34.186768
-0.60617167,-0.49173647,-0.37702852,-0.2822314,-0.19040257,0.10972351,0.40975088
16.524706,16.392385,16.260105,16.229939,16.199648,15.926544,15.652925
10.864188,10.886462,10.907064,10.915585,10.925114,11.568655,12.211374
29.421934,29.722849,30.024853,29.969938,29.913824,29.791113,29.667875
-99.535286,-99.46866,-99.40175,-98.78805,-98.173744,-98.44968,-98.72537
-1.3557854,-1.2890625,-1.2237587,-1.1709309,-1.1178894,-0.9865075,-0.85501677
7.839119,7.6185355,7.397967,7.7172246,8.0367155,8.328702,8.61954
1.4991101,1.4427384,1.3868037,1.4588171,1.5313781,1.7841552,2.036665
-19.770788,-19.686916,-19.601376,-19.454197,-19.306892,-19.678001,-20.049526
-60.22461,-59.910873,-59.59726,-59.56623,-59.534275,-59.07555,-58.615547
-4.3102393,-4.6801195,-5.0492067,-5.4160213,-5.781046,-6.1344104,-6.4857764
-50.302338,-50.50044,-50.70025,-49.955307,-49.21178,-49.198326,-49.18646
-1.1702772,-1.3897458,-1.6101786,-2.2497947,-2.8896563,-2.9325383,-2.9761374
46.800377,47.03624,47.271893,46.57997,45.889263,46.19188,46.49424
-21.408583,-21.285955,-21.164629,-21.203594,-21.242651,-21.039646,-20.836222
6.2767243,6.2309575,6.186011,6.1922383,6.197326,5.7760015,5.354935
-13.624929,-13.308151,-12.991131,-13.041954,-13.092613,-13.1410675,-13.188797
3.5846086,3.4710965,3.357654,3.1946168,3.0313668,2.9929738,2.9539428
91.13436,91.55737,91.98073,91.646454,91.311386,90.93356,90.55548
-31.745007,-31.651379,-31.55822,-31.612011,-31.665974,-31.288006,-30.911228
-39.356785,-39.485306,-39.61469,-39.246235,-38.87921,-39.075455,-39.271107
10.050022,10.274824,10.498243,10.757046,11.015443,11.070935,11.125639
-14.712349,-14.810143,-14.907802,-15.45091,-15.993465,-16.29884,-16.605473
-11.695248,-11.55842,-11.421591,-10.974571,-10.527975,-10.676112,-10.823236
-24.918324,-24.92933,-24.940504,-24.757708,-24.574032,-24.709263,-24.844088
48.31929,48.079258,47.84083,47.55818,47.27409,47.000427,46.72649
12.797823,12.819686,12.840638,13.364015,13.887108,14.054294,14.222648
91.39317,91.59273,91.79126,91.771576,91.75052,91.93931,92.12865
12.548434,12.217184,11.883746,11.629984,11.377573,10.851345,10.325091
67.291824,67.07261,66.8547,66.40164,65.94845,65.250916,64.551735
-2.7580023,-2.2527742,-1.7474165,-1.8858232,-2.0258532,-2.8525724,-3.6793633
79.30667,79.146225,78.98515,78.93447,78.88301,78.76048,78.63797
-1.5710794,-1.3579332,-1.1439,-1.5575258,-1.9719468,-1.8506662,-1.7298776
60.51155,60.521233,60.53095,61.028343,61.524918,61.847527,62.169975
-4.18598,-4.202738,-4.2205524,-4.20212,-4.1834183,-4.0545044,-3.9267826
-5.864108,-6.0276356,-6.192006,-5.935561,-5.6786184,-6.3287964,-6.980152
49.225395,48.57426,47.924347,47.80044,47.676105,47.920456,48.16543
-60.491703,-60.66802,-60.84592,-60.973,-61.100834,-60.486935,-59.872013
3.2212377,3.0288558,2.8367152,2.8681493,2.8996272,2.9205422,2.944036
-14.205276,-14.394024,-14.582933,-14.404036,-14.224221,-14.332544,-14.440289
68.39689,68.57274,68.74815,68.61806,68.48769,68.59822,68.70931
47.206642,47.361862,47.519333,47.67559,47.83132,47.34339,46.85511
12.066263,11.729402,11.393467,11.220408,11.0457325,11.046881,11.048315
-12.803104,-13.061971,-13.32177,-13.916144,-14.509862,-14.723348,-14.93712
-34.363483,-33.988243,-33.61195,-33.59116,-33.570152,-33.83276,-34.094513
60.995567,61.412285,61.828545,61.892227,61.955765,62.11731,62.278534
-78.042145,-78.50764,-78.971886,-78.635895,-78.30076,-78.85289,-79.404
-45.685276,-45.944054,-46.200928,-46.16883,-46.136635,-46.349537,-46.561382
-1.4268911,-1.0565903,-0.68566346,-0.8532884,-1.0224397,-0.77347255,-0.5236175
-12.000503,-11.724138,-11.447063,-11.547841,-11.649291,-11.829978,-12.009899
-8.119703,-8.591571,-9.06349,-8.989024,-8.913673,-8.900421,-8.8858795
-14.262717,-14.359164,-14.45667,-14.770238,-15.08474,-15.006153,-14.927398
3.2223408,3.5316398,3.843281,4.1817365,4.5199738,4.69129,4.8621254
-63.46703,-62.929413,-62.389816,-62.217335,-62.044693,-62.24619,-62.448235
-5.892511,-5.7282047,-5.5640483,-5.6386037,-5.713941,-5.7291446,-5.744724
19.94335,20.00908,20.074427,19.637272,19.200054,19.11928,19.03881
-3.5830135,-3.4889343,-3.3944829,-3.3685842,-3.3421478,-3.9056199,-4.4686494
-58.10052,-58.526485,-58.953114,-59.197514,-59.442722,-59.468662,-59.49325
-19.472977,-19.843445,-20.213114,-20.467413,-20.724281,-20.775396,-20.826412
5.430468,5.589792,5.750529,5.754455,5.757937,6.072696,6.386496
47.68784,47.910976,48.132984,47.73489,47.337246,47.76483,48.192524
-49.064663,-49.59781,-50.12874,-50.0568,-49.98543,-50.22706,-50.468586
-86.170334,-85.933174,-85.69583,-85.79693,-85.899055,-85.87463,-85.85047
-47.514645,-47.475636,-47.436893,-47.08567,-46.734398,-46.86668,-46.997967
14.385268,14.744486,15.101646,15.19442,15.287213,14.967367,14.647021
-16.818405,-16.976038,-17.13569,-17.156944,-17.177732,-17.573797,-17.969177
-29.011349,-29.121258,-29.23059,-28.893005,-28.553825,-28.374968,-28.19605
56.950302,56.698193,56.44421,56.28312,56.12008,56.18389,56.247845
-75.64619,-75.416695,-75.18578,-75.28945,-75.391136,-75.244255,-75.096725
36.268074,36.687668,37.10608,36.844265,36.582615,36.416897,36.251247
-3.4313807,-3.0038729,-2.5754886,-2.3788254,-2.1824732,-2.3904114,-2.597468
50.21195,49.644566,49.077847,49.071075,49.06364,48.952316,48.84156
-104.81247,-104.8942,-104.97676,-104.97307,-104.96792,-104.526276,-104.08325
17.9889,17.838003,17.688957,17.48324,17.277287,17.144444,17.010143
10.284294,10.4546,10.625651,10.794486,10.961924,10.374468,9.787016
-30.089712,-30.346445,-30.60348,-30.383518,-30.164425,-30.179592,-30.193848
43.628822,43.431908,43.236076,43.42733,43.618885,44.78293,45.947243
-46.127274,-46.26503,-46.401863,-46.458736,-46.5158,-46.202843,-45.889297
-3.5666456,-3.6076689,-3.649599,-3.4096403,-3.1698074,-2.7837772,-2.3963633
-23.583065,-23.297985,-23.012112,-22.968592,-22.926348,-23.34937,-23.772305
64.28839,63.8696,63.45004,63.144,62.837723,62.56289,62.28846
-11.9796,-11.807538,-11.634672,-11.627546,-11.620985,-12.069787,-12.518984
26.41523,26.635633,26.856367,26.61204,26.366604,26.305838,26.246542
-56.521156,-56.208744,-55.896057,-55.319984,-54.742607,-54.786926,-54.832314
-20.437262,-20.64093,-20.8448,-20.589195,-20.334019,-19.843655,-19.353523
2.3561687,2.6228971,2.888238,3.2325077,3.5778284,3.931034,4.282319
-58.2117,-58.374992,-58.53858,-58.64121,-58.7439,-57.850204,-56.956116
107.002914,107.12777,107.25085,106.842834,106.4346,106.35275,106.27113
34.294357,34.07465,33.853928,33.647842,33.44198,33.318966,33.196472
-49.894257,-49.927505,-49.958954,-49.765823,-49.573658,-49.33124,-49.09111
-45.108486,-45.05493,-45.00269,-45.257107,-45.51112,-45.39229,-45.27333
52.810837,52.708065,52.605907,52.89314,53.18064,53.04247,52.90459
65.78887,65.62352,65.45731,65.22268,64.986755,65.22164,65.45675
-50.124397,-49.947605,-49.770103,-48.91211,-48.053936,-48.07008,-48.08518
43.982594,44.198425,44.413746,44.17012,43.924942,43.82133,43.716652
-15.498274,-15.913482,-16.32704,-16.28998,-16.252468,-15.93016,-15.607384
-32.218864,-32.355976,-32.492626,-32.410824,-32.32967,-32.627865,-32.9257
47.952282,47.89196,47.828564,47.76056,47.690853,48.259285,48.828083
3.223858,3.2515383,3.2805874,3.585843,3.8896403,3.7279863,3.565497
94.70371,94.94932,95.19346,94.90025,94.60552,94.278915,93.951126
-13.697845,-13.517261,-13.336432,-13.158714,-12.980327,-12.884909,-12.787917
-30.198278,-30.394363,-30.59104,-30.418695,-30.246702,-30.237616,-30.22893
26.231747,26.234951,26.237234,26.078386,25.919546,26.057037,26.192625
-97.306206,-97.60708,-97.90855,-97.93228,-97.9537,-98.49206,-99.0311
66.275375,65.68207,65.08738,65.14046,65.194885,65.43962,65.68229
23.232061,23.352669,23.47316,23.633512,23.794436,24.094494,24.394527
-105.281456,-105.443085,-105.60545,-105.36478,-105.12354,-104.92055,-104.716835
12.641717,12.824302,13.007498,12.928414,12.850595,13.287303,13.724578
-22.838528,-22.821953,-22.80385,-23.376932,-23.950546,-24.276857,-24.60106
62.73599,62.645645,62.555748,62.88898,63.221615,63.64935,64.076004
-37.758,-38.01264,-38.266396,-38.83687,-39.407906,-39.808914,-40.20963
3.1387033,3.19775,3.255844,3.5599527,3.8633919,4.035324,4.206913
-40.761963,-40.46816,-40.176308,-40.08,-39.98335,-40.138206,-40.293617
-6.792151,-7.156752,-7.521979,-7.6113715,-7.700451,-7.4963074,-7.293102
4.5907907,4.7719164,4.954419,5.675559,6.3960857,6.683511,6.969948
4.0974717,4.5199685,4.941044,4.4472647,3.95295,4.0192256,4.085353
-5.196721,-4.9597025,-4.7213364,-4.3692207,-4.01507,-4.2410927,-4.465523
70.13503,69.996994,69.859886,69.33341,68.806786,68.15055,67.49453
12.743744,12.60238,12.461708,11.956279,11.44974,11.161485,10.873722
-0.07706868,-0.27111137,-0.46530235,-0.6836699,-0.90289676,-0.96786106,-1.0318605
-47.00708,-46.919903,-46.832886,-47.05507,-47.27783,-47.09937,-46.92063
38.356365,38.439384,38.523094,37.941765,37.359947,37.06633,36.77262
-33.368355,-33.179195,-32.990738,-32.91559,-32.843555,-32.983963,-33.12417
69.18627,69.66791,70.15058,69.83912,69.527054,69.23468,68.94215
14.960462,15.5949745,16.230192,16.343416,16.456928,16.199905,15.943478
-24.32259,-24.067295,-23.81223,-24.132204,-24.452572,-24.902403,-25.35197
38.210663,38.370693,38.530415,38.187794,37.844883,37.42666,37.008564
35.67788,36.07975,36.481525,36.685986,36.890064,37.10946,37.327988
27.387108,27.897593,28.408539,28.19965,27.990482,27.769283,27.547764
-78.7726,-78.64717,-78.521454,-78.9651,-79.40861,-79.301735,-79.19278
45.3284,45.106533,44.884247,44.8598,44.83447,44.39137,43.948444
-19.183939,-19.524172,-19.86563,-19.804005,-19.743546,-19.421425,-19.097065
-29.90059,-29.718382,-29.536154,-28.881212,-28.226044,-28.383097,-28.53978
45.3938,45.1786,44.962627,44.623867,44.284027,43.89441,43.5063
-10.02498,-9.523512,-9.022272,-9.360318,-9.699586,-9.591097,-9.48195
0.99847394,1.3044852,1.6105651,1.3998488,1.1884955,1.6413459,2.0946252
14.505241,14.7123785,14.91863,14.945993,14.973239,15.180818,15.388776
-2.0686529,-2.072582,-2.0771177,-2.041107,-2.006683,-2.105869,-2.206268
40.39489,40.139553,39.886204,39.630028,39.374725,39.18097,38.98666
-61.74697,-61.679665,-61.61244,-61.416862,-61.22249,-61.616478,-62.009796
14.440633,14.511469,14.583795,14.921094,15.256426,15.524434,15.791511
66.56841,66.52455,66.4819,66.406746,66.33087,65.77047,65.209045
-4.1521378,-3.9552848,-3.757243,-3.784187,-3.8118713,-4.3332777,-4.8538246
-26.787773,-26.917814,-27.048374,-26.833412,-26.619667,-26.764606,-26.909838
-35.22006,-35.30338,-35.38568,-35.508038,-35.629856,-34.95337,-34.276585
15.4874115,15.672661,15.858356,16.340334,16.823788,16.285913,15.746672
-81.558266,-81.59324,-81.627884,-81.67414,-81.7205,-81.5027,-81.28662
-0.32027903,-0.1476325,0.024715524,-0.4348792,-0.89533603,-0.8159112,-0.7359265
21.615551,21.679693,21.74279,21.37154,20.999775,21.242853,21.487526
-81.59312,-81.36854,-81.14423,-80.879814,-80.61526,-80.90359,-81.19211
-25.3771,-25.496439,-25.614222,-25.614883,-25.613892,-25.611414,-25.607962
-10.861029,-10.789378,-10.71791,-11.313611,-11.909443,-11.279709,-10.649481
-7.0202694,-7.296879,-7.5742817,-7.8364677,-8.097313,-8.400929,-8.705647
-24.101553,-23.982492,-23.862864,-23.876736,-23.889198,-23.388176,-22.888685
64.92809,65.06443,65.19936,64.64057,64.08176,63.888985,63.69472
11.403569,11.845946,12.289191,11.767695,11.24697,11.584964,11.922811
-29.894842,-30.03153,-30.16791,-29.621946,-29.074825,-28.510359,-27.945738
12.604871,13.034588,13.462399,13.347231,13.233443,13.209068,13.184154
-27.745268,-27.65247,-27.558922,-27.58938,-27.617115,-27.4078,-27.197947
94.652596,94.49961,94.34553,93.89695,93.448326,93.55103,93.65418
-21.525211,-20.993782,-20.463636,-20.122812,-19.782663,-19.800924,-19.818745
7.6921077,7.633061,7.5735655,7.291021,7.009286,7.215697,7.423666
14.586072,14.237527,13.888634,14.00703,14.1265,14.68054,15.234409
28.361248,28.642578,28.922937,28.313211,27.703894,27.78491,27.867317
5.5600524,5.4775367,5.3946853,5.5884166,5.7825446,5.626922,5.470468
72.220314,72.36902,72.51793,72.66448,72.81124,72.58438,72.358086
-92.269646,-92.740715,-93.21265,-92.718506,-92.22627,-92.124664,-92.02339
51.170155,51.18067,51.190964,51.186897,51.183273,51.408913,51.632904
8.495695,8.214319,7.9349194,7.7271748,7.518853,7.38361,7.2475204
-58.89709,-58.578777,-58.259624,-58.507236,-58.75471,-58.635723,-58.517086
-71.022705,-71.18346,-71.34419,-70.86479,-70.386215,-70.272705,-70.15907
16.240557,16.4348,16.629091,16.560053,16.491543,16.818808,17.14265
-1.385333,-1.1155747,-0.84637344,-0.45180973,-0.058489658,0.017615462,0.09378543
117.31286,116.72149,116.13104,115.922646,115.714325,114.93577,114.157
34.973183,35.130394,35.287018,35.010227,34.73352,35.025787,35.31804
-76.74701,-77.34439,-77.94075,-77.87221,-77.80371,-77.42131,-77.03931
-8.678794,-8.44628,-8.213224,-7.841412,-7.470309,-7.3646264,-7.2577386
-15.806095,-15.720597,-15.63358,-14.997365,-14.362045,-14.209289,-14.055585
17.272362,17.790964,18.309298,18.628164,18.948997,18.79501,18.642878
-9.049853,-8.822873,-8.597852,-8.238128,-7.8789053,-8.204001,-8.529493
