2014 SVI Mobile Homes Data and Encoding,2015 SVI Mobile Homes Data and Encoding,2016 SVI Mobile Homes Data and Encoding,2017 SVI Mobile Homes Data and Encoding,2018 SVI Mobile Homes Data and Encoding,2019 SVI Mobile Homes Data and Encoding,2020 SVI Mobile Homes Data and Encoding
53.33,52.68,52.02,51.96,51.89,52.9,53.91
29.8,30.08,30.37,29.88,29.39,31.4,33.42
42.73,41.44,40.15,38.27,36.39,37.07,37.75
47.18,48.82,50.46,56.19,61.92,62.17,62.41
41.77,38.48,35.18,35.78,36.39,38.74,41.09
33.91,33.43,32.95,33.19,33.43,36.88,40.32
23.3,23.38,23.46,23.27,23.08,24.14,25.21
31.77,31.07,30.37,27.78,25.18,27.9,30.62
21.68,21.22,20.76,22.48,24.2,22.86,21.51
52.98,54.56,56.13,57.46,58.8,60.6,62.41
23.3,24.14,24.99,26.98,28.97,30.62,32.27
39.22,40.44,41.67,40.91,40.15,40.04,39.94
34.73,34.26,33.78,32.39,31.01,33.01,35.01
48.36,46.32,44.29,41.96,39.64,40.36,41.09
46.42,44.04,41.67,42.78,43.9,44.84,45.77
71.28,70.77,70.26,69.02,67.78,70.33,72.88
26.71,27.48,28.24,30.33,32.41,33.58,34.75
58.55,55.28,52.02,50.3,48.58,49.9,51.21
36.39,35.4,34.42,35.06,35.69,37.82,39.94
26.71,26.9,27.09,26.6,26.11,27.81,29.5
22.09,23.54,24.99,24.22,23.46,23.5,23.55
25.44,26.26,27.09,26.88,26.68,29.03,31.38
24.9,24.72,24.55,23.82,23.08,25.53,27.98
59.76,59.9,60.04,62.0,63.96,64.65,65.34
13.44,13.68,13.91,14.96,16.01,13.94,11.87
37.22,36.44,35.66,36.34,37.03,36.02,35.01
48.36,47.07,45.78,44.66,43.55,42.62,41.69
48.74,48.26,47.79,44.44,41.1,42.54,43.98
27.63,27.63,27.63,24.54,21.46,21.49,21.51
44.41,43.34,42.28,40.26,38.24,36.85,35.46
8.76,8.6,8.44,8.85,9.26,10.2,11.14
57.91,57.99,58.07,57.72,57.37,55.64,53.91
29.8,27.4,24.99,26.1,27.22,30.62,34.02
26.71,26.22,25.72,23.11,20.5,23.14,25.78
45.11,45.44,45.78,46.24,46.7,47.49,48.28
27.28,27.98,28.69,29.48,30.28,30.28,30.27
13.69,13.8,13.91,13.91,13.91,14.38,14.86
69.75,70.24,70.74,70.98,71.22,70.6,69.99
16.14,16.1,16.05,16.24,16.43,17.11,17.79
18.15,18.68,19.2,18.93,18.66,15.58,12.51
93.12,91.72,90.32,90.24,90.16,90.86,91.57
36.04,35.61,35.18,36.1,37.03,36.98,36.92
13.69,13.8,13.91,13.57,13.24,12.87,12.51
30.28,30.92,31.55,30.92,30.28,32.52,34.75
23.3,23.38,23.46,24.0,24.55,27.02,29.5
52.98,49.82,46.67,43.63,40.59,45.29,50.0
26.71,26.62,26.52,26.87,27.22,31.12,35.01
13.69,14.31,14.93,15.47,16.01,16.22,16.42
45.11,44.4,43.68,42.63,41.58,38.76,35.93
23.91,22.52,21.14,22.67,24.2,26.85,29.5
48.74,49.44,50.14,49.22,48.3,51.86,55.41
65.14,64.66,64.18,65.4,66.63,71.43,76.23
41.77,40.2,38.62,39.61,40.59,43.54,46.5
40.75,40.45,40.15,41.1,42.06,42.21,42.36
65.14,64.83,64.53,67.49,70.46,73.22,75.97
41.77,40.5,39.22,38.12,37.03,38.48,39.94
61.45,62.82,64.18,64.61,65.04,64.87,64.7
54.86,56.6,58.33,56.71,55.08,53.72,52.36
29.8,29.02,28.24,29.04,29.83,33.6,37.36
81.92,82.94,83.95,83.84,83.73,82.89,82.05
10.98,10.62,10.25,10.65,11.05,11.78,12.51
76.85,75.87,74.88,74.77,74.66,75.32,75.97
48.36,49.64,50.91,51.4,51.89,53.65,55.41
44.41,42.07,39.73,37.02,34.32,31.91,29.5
77.62,76.81,75.99,74.63,73.26,75.11,76.96
72.17,73.2,74.24,74.54,74.85,71.64,68.43
42.34,43.32,44.29,43.18,42.06,44.6,47.14
27.63,28.64,29.64,29.96,30.28,29.89,29.5
33.91,32.73,31.55,30.26,28.97,28.14,27.31
35.24,34.83,34.42,36.01,37.6,38.77,39.94
15.15,15.04,14.93,15.47,16.01,15.99,15.98
28.14,28.04,27.95,28.67,29.39,31.7,34.02
39.92,39.83,39.73,38.06,36.39,37.24,38.1
49.35,49.35,49.35,49.49,49.63,51.6,53.56
36.9,35.66,34.42,36.01,37.6,35.24,32.88
31.77,29.14,26.52,25.85,25.18,29.03,32.88
48.36,46.32,44.29,44.48,44.67,47.58,50.48
50.02,52.5,54.98,55.54,56.1,55.98,55.86
14.23,14.58,14.93,15.22,15.5,15.96,16.42
5.7,6.0,6.3,6.38,6.46,6.68,6.91
63.42,64.12,64.82,63.55,62.27,62.95,63.62
56.77,56.6,56.42,56.26,56.1,55.98,55.86
12.26,12.28,12.29,12.43,12.58,13.72,14.86
43.27,42.47,41.67,43.33,44.99,45.38,45.77
56.06,56.36,56.67,52.9,49.12,50.42,51.72
28.91,29.28,29.64,27.88,26.11,25.66,25.21
15.15,17.18,19.2,17.82,16.43,21.1,25.78
21.68,20.93,20.18,21.82,23.46,22.88,22.31
14.61,14.0,13.4,11.03,8.66,6.99,5.32
34.29,36.26,38.24,38.7,39.16,37.8,36.44
11.65,10.66,9.68,8.57,7.45,7.18,6.91
40.46,39.84,39.22,40.86,42.5,42.99,43.48
11.65,9.85,8.05,8.36,8.66,8.53,8.4
20.73,18.82,16.91,16.46,16.01,18.26,20.5
12.77,12.53,12.29,12.76,13.24,12.19,11.14
62.97,62.53,62.08,64.64,67.21,68.6,69.99
8.44,10.92,13.4,12.72,12.03,10.71,9.39
3.98,3.1,2.23,2.31,2.39,1.9,1.4
28.49,27.79,27.09,27.15,27.22,27.1,26.99
8.44,8.44,8.44,8.55,8.66,8.39,8.12
28.14,23.89,19.64,19.71,19.77,20.64,21.51
25.44,24.23,23.02,21.76,20.5,21.01,21.51
3.57,3.83,4.08,4.46,4.84,5.72,6.59
14.61,16.06,17.51,17.3,17.1,16.76,16.42
10.98,11.14,11.3,11.18,11.05,11.46,11.87
23.3,23.38,23.46,22.24,21.01,21.02,21.04
25.44,26.84,28.24,29.62,31.01,30.26,29.5
1.05,1.06,1.08,1.04,0.99,1.2,1.4
24.51,24.53,24.55,25.88,27.22,26.22,25.21
48.74,48.04,47.34,47.61,47.88,47.51,47.14
14.61,13.78,12.96,12.5,12.03,12.27,12.51
37.22,37.92,38.62,39.61,40.59,41.78,42.97
5.35,5.52,5.7,5.07,4.43,4.0,3.56
66.13,65.73,65.33,64.13,62.94,61.08,59.23
14.61,14.0,13.4,13.32,13.24,15.04,16.84
35.24,35.21,35.18,35.64,36.1,37.29,38.48
52.21,50.78,49.35,47.01,44.67,43.18,41.69
5.99,6.72,7.45,8.94,10.44,11.16,11.87
10.35,11.88,13.4,14.92,16.43,15.95,15.47
84.43,87.18,89.94,91.92,93.89,93.22,92.55
12.26,12.61,12.96,12.77,12.58,12.54,12.51
7.13,8.22,9.3,8.38,7.45,8.77,10.09
6.65,8.76,10.86,11.72,12.58,12.54,12.51
13.69,14.31,14.93,14.94,14.96,19.46,23.97
48.97,48.58,48.2,49.61,51.03,50.52,50.0
47.53,51.26,54.98,55.33,55.68,55.1,54.52
7.55,9.43,11.3,9.8,8.31,7.84,7.38
29.8,28.88,27.95,27.03,26.11,26.71,27.31
43.52,43.9,44.29,44.64,44.99,47.5,50.0
34.29,34.62,34.96,35.33,35.69,36.07,36.44
10.98,10.92,10.86,9.76,8.66,7.78,6.91
16.14,13.99,11.84,12.21,12.58,10.98,9.39
22.09,21.62,21.14,23.91,26.68,26.5,26.32
6.65,5.36,4.08,5.46,6.84,8.22,9.61
29.26,29.82,30.37,27.78,25.18,23.35,21.51
13.69,13.8,13.91,13.24,12.58,11.62,10.66
39.92,39.27,38.62,38.64,38.65,37.54,36.44
61.1,58.42,55.75,54.57,53.39,50.44,47.49
62.27,64.81,67.34,70.1,72.87,73.4,73.93
5.99,7.44,8.88,10.2,11.52,10.18,8.85
27.63,27.94,28.24,28.61,28.97,27.98,26.99
24.9,25.31,25.72,25.14,24.55,21.86,19.16
4.97,5.34,5.7,5.57,5.44,5.68,5.92
39.51,40.26,41.01,43.0,44.99,42.83,40.67
13.69,13.55,13.4,13.32,13.24,13.59,13.94
15.15,16.92,18.69,18.93,19.17,18.48,17.79
18.59,19.39,20.18,21.63,23.08,23.32,23.55
7.13,7.03,6.94,6.51,6.08,4.82,3.56
67.56,68.01,68.45,68.51,68.58,67.56,66.55
21.68,21.41,21.14,20.16,19.17,18.81,18.46
4.97,5.03,5.09,4.96,4.84,4.4,3.95
4.49,4.09,3.69,4.56,5.44,5.38,5.32
10.35,11.32,12.29,13.1,13.91,12.52,11.14
12.26,11.26,10.25,9.75,9.26,9.06,8.85
17.22,16.08,14.93,14.68,14.42,14.18,13.94
12.77,10.6,8.44,10.24,12.03,11.95,11.87
9.93,9.8,9.68,11.13,12.58,14.28,15.98
46.42,45.8,45.18,45.29,45.4,46.44,47.49
15.15,17.18,19.2,20.33,21.46,17.7,13.94
41.77,41.47,41.17,40.66,40.15,40.62,41.09
44.41,47.08,49.76,49.17,48.58,45.14,41.69
13.44,13.68,13.91,14.44,14.96,14.91,14.86
4.49,4.79,5.09,5.44,5.79,5.86,5.92
7.55,8.62,9.68,11.46,13.24,18.88,24.51
16.14,14.22,12.29,18.24,24.2,24.7,25.21
22.73,21.94,21.14,20.46,19.77,19.46,19.16
19.99,19.34,18.69,18.68,18.66,17.94,17.22
7.55,8.62,9.68,8.79,7.9,6.61,5.32
50.97,51.78,52.59,54.7,56.8,58.92,61.04
65.49,63.96,62.43,64.94,67.46,67.37,67.28
93.51,93.34,93.16,94.54,95.92,95.7,95.48
83.06,81.03,78.99,81.57,84.15,83.38,82.62
74.37,82.34,90.32,91.88,93.44,92.86,92.27
46.9,48.12,49.35,46.45,43.55,42.96,42.36
70.61,73.84,77.08,75.96,74.85,72.28,69.7
91.34,85.86,80.39,86.3,92.2,87.2,82.21
90.19,89.84,89.49,88.82,88.16,86.24,84.31
73.0,72.24,71.47,78.89,86.31,88.74,91.18
97.9,97.85,97.8,98.01,98.22,98.2,98.19
93.41,93.14,92.87,91.79,90.7,91.66,92.62
64.25,65.44,66.63,69.75,72.87,72.88,72.88
52.56,48.87,45.18,44.19,43.2,44.18,45.16
90.0,90.29,90.58,91.16,91.75,92.62,93.48
92.01,89.94,87.87,89.22,90.58,94.05,97.52
18.59,19.39,20.18,21.33,22.48,22.73,22.98
45.11,44.17,43.23,45.32,47.41,50.48,53.56
93.41,92.54,91.66,93.79,95.92,92.38,88.83
90.86,87.92,84.97,84.19,83.41,81.04,78.68
91.75,86.07,80.39,74.09,67.78,76.98,86.19
67.21,66.92,66.63,63.83,61.03,57.98,54.93
63.42,59.92,56.42,54.64,52.85,50.17,47.49
41.39,40.98,40.56,39.4,38.24,39.09,39.94
19.17,18.34,17.51,17.79,18.08,18.27,18.46
94.4,94.05,93.7,93.72,93.73,93.06,92.39
52.56,50.6,48.65,45.7,42.76,48.16,53.56
94.75,93.02,91.28,92.9,94.52,91.28,88.03
87.49,85.15,82.81,81.99,81.18,79.83,78.49
45.11,42.84,40.56,40.83,41.1,41.56,42.01
92.33,93.48,94.62,94.94,95.26,94.12,92.97
96.72,96.74,96.75,96.94,97.13,97.45,97.77
88.09,89.06,90.04,87.58,85.13,86.26,87.4
78.57,78.0,77.43,80.01,82.59,81.94,81.29
76.25,79.53,82.81,79.34,75.87,70.46,65.05
45.5,47.42,49.35,47.01,44.67,45.58,46.5
47.18,45.43,43.68,46.4,49.12,50.74,52.36
62.62,61.65,60.68,62.11,63.55,66.36,69.16
73.26,79.34,85.42,88.43,91.44,90.92,90.39
90.86,89.12,87.39,86.62,85.86,86.69,87.52
52.56,51.35,50.14,52.61,55.08,54.8,54.52
45.5,42.36,39.22,36.32,33.43,30.37,27.31
92.74,92.09,91.44,91.36,91.28,91.0,90.71
50.97,51.5,52.02,50.57,49.12,50.42,51.72
26.71,24.86,23.02,21.1,19.17,19.44,19.7
80.61,83.9,87.2,88.35,89.49,89.54,89.59
81.41,80.64,79.88,79.56,79.24,82.81,86.38
81.15,81.85,82.55,84.08,85.61,83.12,80.62
65.49,65.41,65.33,66.14,66.95,64.16,61.36
80.04,78.56,77.08,78.8,80.52,82.97,85.42
83.7,81.17,78.64,81.7,84.75,87.94,91.12
95.86,96.02,96.18,97.12,98.06,96.69,95.32
53.61,50.9,48.2,45.35,42.5,46.25,50.0
89.49,90.38,91.28,91.74,92.2,91.88,91.57
74.37,75.28,76.19,77.53,78.86,77.32,75.78
96.53,96.86,97.2,96.28,95.35,93.46,91.57
84.75,86.24,87.74,87.02,86.31,84.96,83.61
87.3,88.16,89.02,89.21,89.4,87.89,86.38
71.6,73.8,75.99,71.6,67.21,68.71,70.21
60.04,57.9,55.75,53.39,51.03,54.56,58.08
58.87,58.9,58.93,61.86,64.79,64.74,64.7
93.28,93.64,94.01,93.33,92.65,93.22,93.79
75.01,76.65,78.29,83.22,88.16,89.07,89.97
91.75,90.22,88.7,90.04,91.37,89.7,88.03
88.76,89.3,89.84,89.52,89.21,91.68,94.14
89.84,86.46,83.09,82.14,81.18,79.16,77.15
18.15,19.65,21.14,22.84,24.55,25.43,26.32
81.73,83.48,85.23,87.76,90.29,91.71,93.13
82.81,82.36,81.92,82.26,82.59,81.41,80.24
81.92,83.91,85.9,87.92,89.94,86.4,82.85
70.61,72.98,75.36,73.61,71.86,67.52,63.18
53.61,54.5,55.4,62.5,69.6,75.32,81.03
78.1,80.79,83.48,83.35,83.22,82.12,81.03
94.4,93.5,92.61,92.02,91.44,89.15,86.86
65.81,65.7,65.58,67.89,70.2,71.33,72.47
34.29,36.46,38.62,39.13,39.64,40.36,41.09
95.7,95.26,94.81,94.89,94.97,92.34,89.72
75.61,76.87,78.13,76.86,75.58,75.9,76.23
94.75,95.98,97.2,97.66,98.12,97.12,96.12
68.42,71.54,74.66,75.55,76.44,75.54,74.63
89.49,90.58,91.66,90.8,89.94,90.68,91.41
82.23,82.66,83.09,79.6,76.12,76.35,76.58
38.65,38.64,38.62,38.43,38.24,38.55,38.86
38.43,36.42,34.42,33.42,32.41,30.5,28.58
10.98,12.44,13.91,14.44,14.96,11.17,7.38
36.9,31.99,27.09,27.15,27.22,28.17,29.12
71.6,70.32,69.05,69.76,70.46,70.23,69.99
47.18,50.92,54.66,51.89,49.12,51.52,53.91
56.35,56.67,56.99,56.9,56.8,58.92,61.04
82.81,85.34,87.87,87.62,87.36,87.6,87.84
78.86,76.02,73.19,71.57,69.95,65.99,62.03
18.15,18.15,18.15,18.96,19.77,20.13,20.5
17.22,18.21,19.2,19.85,20.5,18.86,17.22
57.53,59.26,61.0,60.57,60.14,59.69,59.23
62.62,64.42,66.22,61.51,56.8,55.18,53.56
66.13,66.83,67.53,68.37,69.21,68.57,67.92
36.04,37.33,38.62,37.82,37.03,36.74,36.44
30.28,31.44,32.6,32.17,31.74,30.16,28.58
39.92,41.8,43.68,43.96,44.25,39.5,34.75
85.51,85.24,84.97,81.92,78.86,74.01,69.16
26.07,23.6,21.14,20.46,19.77,20.4,21.04
63.93,64.23,64.53,65.42,66.32,73.47,80.62
46.42,46.88,47.34,51.21,55.08,52.78,50.48
25.44,24.74,24.04,24.3,24.55,22.8,21.04
66.13,67.96,69.79,70.82,71.86,71.23,70.59
7.13,7.29,7.45,7.45,7.45,7.59,7.73
23.3,22.6,21.9,24.29,26.68,22.92,19.16
14.61,14.77,14.93,14.08,13.24,11.42,9.61
31.33,30.01,28.69,31.5,34.32,35.62,36.92
69.12,65.92,62.72,65.09,67.46,69.84,72.22
56.35,57.34,58.33,63.64,68.96,70.92,72.88
72.17,76.52,80.87,78.91,76.95,76.36,75.78
55.68,49.46,43.23,41.69,40.15,43.32,46.5
63.42,62.61,61.8,59.71,57.62,48.24,38.86
77.49,77.7,77.91,78.64,79.37,78.64,77.91
73.0,69.82,66.63,63.39,60.14,58.0,55.86
47.98,49.22,50.46,50.46,50.46,51.68,52.9
46.0,45.14,44.29,43.18,42.06,42.77,43.48
52.56,47.68,42.79,42.42,42.06,45.46,48.85
47.53,41.36,35.18,32.73,30.28,35.48,40.67
14.23,13.26,12.29,12.76,13.24,11.95,10.66
32.41,33.1,33.78,31.8,29.83,29.66,29.5
47.98,44.5,41.01,39.02,37.03,39.36,41.69
50.97,52.2,53.42,52.85,52.28,53.4,54.52
97.64,97.54,97.45,97.15,96.85,97.87,98.89
36.39,37.51,38.62,39.13,39.64,44.58,49.52
72.75,69.69,66.63,65.09,63.55,62.3,61.04
65.49,66.8,68.1,69.03,69.95,69.19,68.43
77.62,75.04,72.46,68.75,65.04,63.9,62.76
2.93,2.93,2.93,3.06,3.18,3.37,3.56
24.9,24.72,24.55,24.86,25.18,27.72,30.27
52.21,50.98,49.76,49.03,48.3,49.39,50.48
47.53,47.31,47.09,45.14,43.2,44.0,44.81
60.04,56.32,52.59,55.57,58.55,52.52,46.5
73.93,72.92,71.92,74.82,77.71,77.43,77.15
45.5,46.85,48.2,46.22,44.25,43.86,43.48
54.54,53.79,53.04,52.46,51.89,52.9,53.91
77.24,75.12,73.0,70.58,68.16,65.81,63.46
73.0,71.4,69.79,71.74,73.7,71.43,69.16
49.35,46.07,42.79,39.59,36.39,32.94,29.5
36.39,35.68,34.96,37.78,40.59,39.53,38.48
86.85,88.44,90.04,90.1,90.16,89.78,89.4
57.53,59.0,60.46,60.3,60.14,57.33,54.52
62.02,61.03,60.04,53.72,47.41,49.89,52.36
71.28,69.86,68.45,68.3,68.16,66.75,65.34
21.2,23.46,25.72,24.1,22.48,22.73,22.98
56.35,51.84,47.34,47.02,46.7,46.24,45.77
60.68,63.13,65.58,65.31,65.04,61.93,58.82
35.24,35.45,35.66,36.34,37.03,34.96,32.88
41.39,40.3,39.22,39.68,40.15,39.51,38.86
69.12,68.46,67.81,69.68,71.54,75.02,78.49
54.54,55.6,56.67,59.29,61.92,63.12,64.32
71.6,74.28,76.95,75.32,73.7,72.83,71.96
46.0,49.3,52.59,53.22,53.84,56.33,58.82
64.79,63.43,62.08,63.83,65.58,63.47,61.36
31.77,29.7,27.63,29.32,31.01,30.06,29.12
74.37,74.13,73.89,71.24,68.58,70.0,71.42
43.52,38.78,34.03,32.52,31.01,31.94,32.88
77.87,79.37,80.87,78.37,75.87,75.11,74.35
44.41,43.34,42.28,40.72,39.16,39.3,39.43
38.43,37.36,36.29,35.53,34.77,39.38,43.98
28.14,26.93,25.72,24.59,23.46,23.98,24.51
50.43,48.1,45.78,46.4,47.02,45.0,42.97
50.97,49.94,48.9,49.68,50.46,54.64,58.82
2.93,2.76,2.58,1.98,1.37,1.39,1.4
55.27,53.09,50.91,53.86,56.8,57.44,58.08
51.51,49.42,47.34,45.79,44.25,45.87,47.49
42.34,42.78,43.23,42.64,42.06,43.61,45.16
58.87,60.48,62.08,60.44,58.8,62.34,65.88
63.71,62.2,60.68,61.62,62.56,63.95,65.34
25.44,24.74,24.04,24.61,25.18,26.58,27.98
83.7,82.65,81.6,76.92,72.24,75.76,79.28
88.67,87.52,86.37,86.16,85.96,86.17,86.38
11.65,11.48,11.3,11.18,11.05,11.1,11.14
84.08,86.22,88.35,84.43,80.52,79.68,78.84
59.41,57.4,55.4,56.1,56.8,57.0,57.19
67.94,68.49,69.05,66.0,62.94,63.82,64.7
0.67,0.66,0.64,0.82,0.99,0.97,0.95
29.26,29.45,29.64,30.9,32.16,33.81,35.46
48.36,47.51,46.67,52.02,57.37,59.05,60.73
32.41,38.04,43.68,52.5,61.32,62.57,63.81
56.77,54.4,52.02,52.93,53.84,52.34,50.83
66.73,73.3,79.88,82.23,84.59,85.0,85.42
41.39,43.28,45.18,48.32,51.45,51.73,52.01
53.9,50.62,47.34,46.16,44.99,45.08,45.16
67.56,65.87,64.18,64.88,65.58,64.0,62.41
59.41,53.6,47.79,49.12,50.46,55.05,59.64
59.41,60.74,62.08,64.2,66.32,64.54,62.76
78.32,79.96,81.6,77.24,72.87,73.4,73.93
52.56,52.58,52.59,52.24,51.89,52.72,53.56
52.98,53.67,54.35,57.83,61.32,57.0,52.67
96.53,96.46,96.4,95.97,95.54,94.73,93.92
94.24,94.12,94.01,93.04,92.07,88.19,84.31
62.27,60.3,58.33,57.0,55.68,53.26,50.83
39.92,40.03,40.15,42.78,45.4,47.12,48.85
61.45,63.73,66.0,64.98,63.96,63.79,63.62
1.4,1.43,1.46,1.42,1.37,1.16,0.95
64.79,65.06,65.33,64.64,63.96,67.69,71.42
77.24,78.11,78.99,77.72,76.44,76.9,77.37
56.35,53.63,50.91,52.78,54.66,52.74,50.83
73.8,71.43,69.05,66.5,63.96,60.58,57.19
50.02,51.3,52.59,53.42,54.25,52.36,50.48
87.49,86.46,85.42,84.58,83.73,86.46,89.18
43.27,43.25,43.23,44.32,45.4,43.04,40.67
53.9,52.96,52.02,53.14,54.25,58.51,62.76
44.13,44.48,44.83,48.14,51.45,54.19,56.94
31.77,34.48,37.19,37.92,38.65,35.76,32.88
41.39,49.19,56.99,61.97,66.95,62.39,57.83
28.14,30.54,32.95,36.48,40.02,39.72,39.43
85.51,85.16,84.81,81.71,78.61,79.31,80.01
58.29,59.83,61.38,59.73,58.07,55.81,53.56
47.98,50.0,52.02,51.96,51.89,50.37,48.85
32.41,33.42,34.42,36.01,37.6,35.24,32.88
73.26,74.15,75.04,71.74,68.45,62.47,56.49
67.94,65.72,63.51,64.92,66.32,69.69,73.07
68.23,65.47,62.72,65.09,67.46,71.71,75.97
73.93,73.46,73.0,75.93,78.86,75.96,73.07
46.42,51.7,56.99,58.42,59.85,58.84,57.83
53.33,53.18,53.04,49.87,46.7,45.93,45.16
63.42,63.07,62.72,62.02,61.32,61.34,61.36
50.43,53.71,56.99,58.42,59.85,57.86,55.86
52.98,52.78,52.59,49.8,47.02,44.69,42.36
64.25,64.22,64.18,63.22,62.27,56.55,50.83
70.33,72.68,75.04,73.13,71.22,68.47,65.72
34.73,43.18,51.64,56.78,61.92,64.4,66.87
32.92,36.54,40.15,38.88,37.6,36.76,35.93
61.45,60.27,59.09,56.24,53.39,57.22,61.04
80.61,84.75,88.89,87.7,86.5,84.91,83.32
46.9,43.32,39.73,39.44,39.16,39.92,40.67
66.13,66.83,67.53,64.59,61.64,63.49,65.34
39.92,40.54,41.17,42.71,44.25,46.55,48.85
62.02,65.73,69.44,72.94,76.44,78.53,80.62
64.25,62.46,60.68,65.44,70.2,64.92,59.64
48.36,51.67,54.98,58.77,62.56,65.86,69.16
82.23,83.95,85.67,87.8,89.94,90.56,91.18
63.93,61.98,60.04,55.16,50.27,50.55,50.83
66.13,63.57,61.0,63.29,65.58,71.94,78.29
60.68,55.57,50.46,48.36,46.26,46.38,46.5
59.76,62.67,65.58,67.4,69.21,69.9,70.59
47.98,48.32,48.65,47.02,45.4,49.66,53.91
75.01,74.0,73.0,75.58,78.16,80.74,83.32
64.79,65.71,66.63,66.47,66.32,67.57,68.81
21.2,23.46,25.72,29.57,33.43,34.94,36.44
28.91,31.47,34.03,34.17,34.32,32.47,30.62
52.98,52.5,52.02,53.55,55.08,58.06,61.04
40.46,42.64,44.83,42.24,39.64,41.81,43.98
54.86,51.53,48.2,46.6,44.99,40.22,35.46
50.97,48.82,46.67,45.11,43.55,49.04,54.52
82.62,85.94,89.27,87.79,86.31,81.73,77.15
21.2,18.43,15.66,17.71,19.77,23.38,26.99
50.97,52.66,54.35,53.12,51.89,49.52,47.14
55.27,50.52,45.78,49.81,53.84,55.16,56.49
50.43,50.45,50.46,50.05,49.63,49.24,48.85
18.59,18.37,18.15,17.62,17.1,17.78,18.46
19.48,19.56,19.64,16.44,13.24,18.11,22.98
38.65,38.22,37.79,36.06,34.32,42.4,50.48
43.52,38.24,32.95,29.32,25.69,21.06,16.42
41.77,46.7,51.64,51.05,50.46,54.27,58.08
10.98,9.71,8.44,8.38,8.31,7.11,5.92
42.73,36.18,29.64,27.1,24.55,23.76,22.98
54.54,56.31,58.07,57.43,56.8,55.86,54.93
12.26,25.02,37.79,35.89,34.0,30.99,27.98
30.88,31.5,32.12,33.44,34.77,33.83,32.88
23.3,24.51,25.72,27.09,28.46,23.12,17.79
27.28,27.18,27.09,27.78,28.46,32.45,36.44
26.71,22.11,17.51,18.08,18.66,20.82,22.98
24.9,20.47,16.05,16.03,16.01,16.9,17.79
31.33,40.74,50.14,50.58,51.03,54.92,58.82
46.42,43.8,41.17,42.92,44.67,37.65,30.62
13.44,16.81,20.18,19.97,19.77,21.38,22.98
8.05,9.94,11.84,12.88,13.91,11.38,8.85
30.28,34.45,38.62,41.08,43.55,48.96,54.36
9.39,6.54,3.69,3.2,2.71,5.78,8.85
13.69,12.99,12.29,13.1,13.91,13.92,13.94
46.0,48.07,50.14,49.89,49.63,47.4,45.16
61.1,61.05,61.0,55.06,49.12,35.72,22.31
37.85,40.06,42.28,41.15,40.02,42.0,43.98
31.77,29.86,27.95,30.06,32.16,23.05,13.94
24.9,28.22,31.55,32.33,33.11,30.84,28.58
23.91,22.9,21.9,21.46,21.01,22.76,24.51
4.14,4.61,5.09,4.5,3.92,3.74,3.56
19.99,23.54,27.09,34.1,41.1,39.98,38.86
12.77,10.0,7.23,5.58,3.92,4.14,4.36
17.83,19.0,20.18,18.84,17.51,22.74,27.98
56.77,59.28,61.8,60.68,59.57,57.72,55.86
10.98,11.41,11.84,9.15,6.46,6.19,5.92
9.93,10.09,10.25,8.36,6.46,5.2,3.95
28.49,26.26,24.04,22.27,20.5,25.56,30.62
41.77,44.78,47.79,50.04,52.28,57.16,62.03
51.51,51.33,51.16,45.88,40.59,43.86,47.14
57.91,63.18,68.45,72.7,76.95,72.11,67.28
16.14,17.67,19.2,15.36,11.52,12.73,13.94
16.84,18.24,19.64,21.36,23.08,24.43,25.78
22.09,21.62,21.14,20.16,19.17,14.92,10.66
85.2,83.88,82.55,83.49,84.43,85.18,85.93
22.73,21.46,20.18,23.14,26.11,27.81,29.5
54.31,56.7,59.09,65.32,71.54,69.73,67.92
34.73,30.22,25.72,26.82,27.92,31.93,35.93
53.9,52.02,50.14,55.4,60.65,53.58,46.5
32.41,32.89,33.37,32.19,31.01,27.76,24.51
6.3,8.58,10.86,10.06,9.26,9.96,10.66
30.88,30.86,30.85,30.12,29.39,22.9,16.42
30.88,24.78,18.69,20.32,21.94,27.98,34.02
77.87,78.72,79.56,82.16,84.75,83.96,83.16
35.24,33.92,32.6,43.63,54.66,58.92,63.18
54.31,47.23,40.15,41.46,42.76,45.12,47.49
36.04,30.52,24.99,24.6,24.2,28.9,33.61
6.65,6.94,7.23,6.85,6.46,5.89,5.32
37.85,38.24,38.62,39.13,39.64,39.06,38.48
33.91,38.8,43.68,50.88,58.07,60.05,62.03
58.55,64.81,71.06,73.88,76.7,78.87,81.03
25.44,35.93,46.42,42.54,38.65,28.55,18.46
9.39,10.84,12.29,11.36,10.44,14.45,18.46
45.5,39.43,33.37,32.56,31.74,28.48,25.21
44.41,41.1,37.79,38.22,38.65,37.54,36.44
15.7,14.55,13.4,13.91,14.42,13.15,11.87
16.14,16.1,16.05,15.24,14.42,19.2,23.97
8.76,11.34,13.91,11.58,9.26,9.96,10.66
10.35,9.62,8.88,10.2,11.52,12.73,13.94
42.73,42.63,42.53,36.77,31.01,24.74,18.46
11.65,9.55,7.45,8.36,9.26,8.49,7.73
21.2,24.14,27.09,26.39,25.69,27.4,29.12
14.61,18.59,22.57,24.9,27.22,22.5,17.79
21.68,21.41,21.14,21.08,21.01,23.11,25.21
26.71,28.18,29.64,33.62,37.6,39.34,41.09
29.8,26.18,22.57,24.34,26.11,28.19,30.27
