2014 SVI Limited English Ability Data and Encoding,2015 SVI Limited English Ability Data and Encoding,2016 SVI Limited English Ability Data and Encoding,2017 SVI Limited English Ability Data and Encoding,2018 SVI Limited English Ability Data and Encoding,2019 SVI Limited English Ability Data and Encoding,2020 SVI Limited English Ability Data and Encoding
0.0,11.65,23.3,23.0,22.7,19.37,16.04
63.36,62.34,61.32,56.22,51.13,58.57,66.01
43.52,42.42,41.32,38.57,35.82,29.99,24.16
40.97,41.98,42.98,44.7,46.42,46.89,47.36
34.99,50.27,65.55,68.62,71.7,35.85,0.0
36.64,41.14,45.65,64.2,82.74,82.87,83.0
23.56,16.3,9.04,8.06,7.07,7.83,8.59
8.02,6.94,5.86,17.78,29.7,30.43,31.16
36.58,26.18,15.79,15.28,14.77,41.46,68.14
45.81,47.29,48.77,39.24,29.7,22.87,16.04
64.31,65.69,67.08,70.17,73.26,73.93,74.6
17.38,13.23,9.07,8.07,7.07,7.83,8.59
0.0,5.2,10.41,20.06,29.7,30.43,31.16
70.71,75.94,81.18,81.15,81.12,82.68,84.25
14.71,15.04,15.38,15.08,14.77,11.68,8.59
69.63,68.45,67.27,67.22,67.18,72.39,77.59
73.83,73.57,73.32,73.29,73.26,73.93,74.6
44.25,28.46,12.67,17.69,22.7,29.89,37.08
32.19,43.6,55.01,50.72,46.42,44.7,42.97
90.04,90.57,91.09,91.09,91.09,91.79,92.49
48.17,34.02,19.87,13.47,7.07,32.85,58.63
75.84,74.52,73.19,73.23,73.26,71.56,69.86
77.46,74.66,71.86,70.46,69.05,63.84,58.63
46.26,49.19,52.12,51.62,51.13,49.24,47.36
61.6,57.68,53.77,52.45,51.13,49.24,47.36
39.06,33.78,28.49,37.46,46.42,53.73,61.04
8.37,10.71,13.05,13.91,14.77,36.7,58.63
15.76,16.78,17.8,12.43,7.07,7.83,8.59
19.58,21.73,23.88,23.29,22.7,15.65,8.59
75.23,74.91,74.59,71.82,69.05,66.59,64.13
32.66,29.56,26.46,24.58,22.7,19.37,16.04
68.99,71.24,73.48,74.9,76.31,75.46,74.6
41.71,46.06,50.4,46.14,41.87,36.52,31.16
57.27,53.72,50.18,50.66,51.13,44.1,37.08
45.59,43.25,40.91,43.66,46.42,27.51,8.59
6.18,8.0,9.81,12.29,14.77,11.68,8.59
26.84,28.66,30.47,26.59,22.7,19.37,16.04
72.11,72.92,73.73,73.5,73.26,70.7,68.14
61.7,59.35,56.99,54.06,51.13,44.1,37.08
33.84,34.8,35.75,21.41,7.07,39.92,72.76
35.75,29.46,23.18,15.12,7.07,15.62,24.16
61.83,58.32,54.82,54.87,54.92,51.14,47.36
45.46,46.2,46.93,49.03,51.13,49.24,47.36
73.0,72.55,72.11,69.64,67.18,64.11,61.04
78.16,76.2,74.24,76.36,78.48,81.9,85.33
58.45,62.14,65.84,68.77,71.7,70.78,69.86
56.16,52.14,48.11,51.52,54.92,55.02,55.12
20.79,27.64,34.48,20.78,7.07,3.54,0.0
64.09,67.48,70.87,71.28,71.7,66.37,61.04
18.47,29.78,41.1,49.5,57.91,59.48,61.04
76.31,76.34,76.38,74.82,73.26,67.15,61.04
49.57,51.68,53.8,47.84,41.87,39.48,37.08
57.4,62.52,67.65,72.52,77.4,74.4,71.39
16.68,14.2,11.72,9.4,7.07,22.08,37.08
51.83,44.08,36.33,29.52,22.7,11.35,0.0
22.8,20.1,17.41,12.24,7.07,7.83,8.59
26.74,24.28,21.81,28.82,35.82,33.49,31.16
27.63,29.48,31.33,23.05,14.77,15.4,16.04
51.61,51.96,52.31,53.62,54.92,48.95,42.97
52.75,51.17,49.6,48.01,46.42,44.7,42.97
67.84,66.3,64.76,62.82,60.87,58.0,55.12
41.1,35.94,30.79,26.74,22.7,23.43,24.16
21.46,19.02,16.59,15.68,14.77,15.4,16.04
28.4,32.22,36.04,32.87,29.7,26.93,24.16
15.19,12.26,9.33,8.2,7.07,11.55,16.04
26.33,22.62,18.91,16.84,14.77,19.46,24.16
16.21,17.35,18.5,16.63,14.77,11.68,8.59
21.65,19.36,17.06,15.92,14.77,15.4,16.04
17.1,11.99,6.88,6.98,7.07,7.83,8.59
25.44,24.61,23.78,29.8,35.82,33.49,31.16
21.17,21.87,22.57,26.14,29.7,26.93,24.16
34.89,37.78,40.66,23.86,7.07,11.55,16.04
41.87,37.68,33.49,34.66,35.82,36.45,37.08
35.43,36.34,37.25,36.54,35.82,36.45,37.08
33.62,36.07,38.52,34.11,29.7,26.93,24.16
68.16,69.1,70.04,70.28,70.52,68.26,66.01
77.33,78.32,79.31,79.85,80.39,79.94,79.5
25.85,29.26,32.66,31.18,29.7,26.93,24.16
82.55,79.56,76.57,74.13,71.7,74.65,77.59
45.18,44.18,43.17,39.5,35.82,36.45,37.08
51.86,49.03,46.2,48.67,51.13,51.32,51.5
54.73,58.73,62.72,62.91,63.1,60.86,58.63
70.07,69.64,69.21,69.13,69.05,68.6,68.14
73.73,74.84,75.96,77.22,78.48,76.54,74.6
14.65,13.74,12.83,13.8,14.77,15.4,16.04
43.04,43.46,43.87,45.14,46.42,48.96,51.5
85.07,86.36,87.65,87.06,86.47,86.5,86.54
65.81,68.88,71.95,70.5,69.05,67.53,66.01
94.17,94.03,93.89,94.08,94.27,94.62,94.97
91.28,92.28,93.28,93.66,94.05,94.8,95.54
53.52,54.19,54.86,57.86,60.87,58.0,55.12
48.77,48.54,48.3,47.36,46.42,52.52,58.63
71.57,70.03,68.48,65.79,63.1,50.09,37.08
65.27,67.4,69.53,69.29,69.05,67.53,66.01
59.38,60.18,60.97,57.94,54.92,57.98,61.04
81.79,83.16,84.53,84.46,84.4,84.32,84.25
38.49,30.77,23.05,29.44,35.82,43.66,51.5
72.72,73.35,73.99,73.62,73.26,73.01,72.76
44.89,46.16,47.44,49.28,51.13,53.12,55.12
64.28,65.14,66.0,67.53,69.05,58.2,47.36
88.83,88.89,88.95,89.32,89.68,89.59,89.5
77.59,79.1,80.61,65.87,51.13,62.86,74.6
92.14,92.66,93.19,93.68,94.17,94.64,95.1
62.02,62.45,62.88,62.99,63.1,59.11,55.12
92.04,92.04,92.04,91.88,91.72,92.44,93.16
53.14,54.22,55.3,58.09,60.87,60.96,61.04
88.12,88.48,88.83,89.13,89.43,89.46,89.5
80.2,82.08,83.95,75.56,67.18,76.08,84.98
84.24,84.7,85.16,85.54,85.93,87.12,88.32
77.65,77.98,78.32,79.36,80.39,81.69,83.0
97.48,97.53,97.58,97.69,97.8,97.76,97.71
84.34,84.52,84.69,85.31,85.93,86.47,87.01
11.88,15.63,19.39,17.08,14.77,11.68,8.59
14.87,18.44,22.0,22.35,22.7,19.37,16.04
58.83,53.3,47.76,47.09,46.42,50.77,55.12
38.01,33.86,29.7,26.2,22.7,23.43,24.16
44.13,42.18,40.24,38.03,35.82,22.2,8.59
45.88,35.48,25.09,23.9,22.7,26.93,31.16
27.48,29.52,31.55,19.31,7.07,7.83,8.59
35.02,33.39,31.77,27.24,22.7,26.93,31.16
22.25,22.11,21.97,22.34,22.7,15.65,8.59
36.29,34.94,33.59,28.14,22.7,11.35,0.0
57.82,59.87,61.92,61.4,60.87,59.75,58.63
69.91,71.43,72.94,71.0,69.05,74.28,79.5
59.69,61.41,63.13,62.0,60.87,59.75,58.63
39.99,37.3,34.61,28.66,22.7,15.65,8.59
19.13,16.65,14.17,18.44,22.7,23.43,24.16
8.12,15.18,22.25,18.51,14.77,15.4,16.04
27.7,26.6,25.5,30.66,35.82,36.45,37.08
25.47,32.95,40.43,41.15,41.87,36.52,31.16
47.56,41.48,35.4,35.61,35.82,36.45,37.08
17.45,20.52,23.59,19.18,14.77,19.46,24.16
16.36,14.78,13.21,10.14,7.07,3.54,0.0
12.8,11.62,10.44,12.6,14.77,19.46,24.16
60.62,61.91,63.2,62.04,60.87,56.18,51.5
21.81,24.06,26.3,20.54,14.77,11.68,8.59
35.28,34.92,34.57,32.14,29.7,30.43,31.16
47.21,44.64,42.06,35.88,29.7,38.53,47.36
8.25,11.16,14.07,14.42,14.77,19.46,24.16
43.11,41.82,40.53,38.18,35.82,33.49,31.16
28.84,31.6,34.35,32.03,29.7,26.93,24.16
30.21,27.62,25.02,30.42,35.82,36.45,37.08
62.43,62.42,62.4,54.41,46.42,52.52,58.63
14.29,19.0,23.72,23.21,22.7,23.43,24.16
75.93,74.74,73.54,72.62,71.7,72.23,72.76
39.51,36.39,33.27,27.98,22.7,29.89,37.08
11.68,12.19,12.7,13.74,14.77,25.92,37.08
40.72,27.73,14.74,10.9,7.07,7.83,8.59
37.82,41.16,44.51,45.46,46.42,41.75,37.08
31.93,33.96,35.98,32.84,29.7,30.43,31.16
56.64,54.58,52.53,51.83,51.13,51.32,51.5
21.33,19.22,17.1,15.93,14.77,11.68,8.59
82.17,82.87,83.57,83.72,83.86,84.06,84.25
9.52,15.04,20.57,13.82,7.07,11.55,16.04
7.26,9.87,12.48,13.62,14.77,15.4,16.04
45.27,46.61,47.95,49.54,51.13,49.24,47.36
50.05,48.63,47.21,46.82,46.42,50.77,55.12
40.05,44.53,49.0,53.46,57.91,58.27,58.63
32.25,31.12,29.99,26.35,22.7,23.43,24.16
15.98,19.94,23.91,23.3,22.7,26.93,31.16
50.11,49.25,48.39,45.13,41.87,42.42,42.97
80.32,80.7,81.09,81.1,81.12,81.3,81.48
21.36,23.56,25.76,24.23,22.7,26.93,31.16
34.07,37.62,41.17,41.52,41.87,36.52,31.16
30.09,30.84,31.58,27.14,22.7,29.89,37.08
41.83,38.32,34.8,20.94,7.07,15.62,24.16
25.92,24.71,23.5,19.13,14.77,11.68,8.59
45.62,41.91,38.2,26.49,14.77,15.4,16.04
30.98,32.07,33.17,31.44,29.7,26.93,24.16
33.81,31.23,28.65,25.67,22.7,23.43,24.16
36.33,34.85,33.37,31.54,29.7,26.93,24.16
5.25,5.62,5.99,6.53,7.07,7.83,8.59
44.95,38.01,31.07,26.88,22.7,26.93,31.16
51.32,49.5,47.69,49.41,51.13,49.24,47.36
73.7,73.86,74.02,74.46,74.91,74.76,74.6
85.55,83.72,81.88,82.87,83.86,84.06,84.25
11.75,14.39,17.03,15.9,14.77,19.46,24.16
29.86,29.62,29.39,26.04,22.7,15.65,8.59
20.89,26.41,31.93,27.32,22.7,19.37,16.04
48.74,50.27,51.8,40.75,29.7,33.39,37.08
27.25,29.64,32.03,19.55,7.07,7.83,8.59
73.77,74.72,75.68,74.47,73.26,70.7,68.14
31.33,34.83,38.33,42.37,46.42,41.75,37.08
18.37,16.96,15.54,19.12,22.7,26.93,31.16
47.12,48.12,49.12,47.77,46.42,41.75,37.08
31.84,29.94,28.05,25.38,22.7,23.43,24.16
58.96,60.96,62.97,66.01,69.05,71.82,74.6
27.67,32.28,36.9,39.39,41.87,36.52,31.16
34.19,33.41,32.63,16.31,0.0,12.08,24.16
11.4,10.66,9.93,8.5,7.07,7.83,8.59
23.91,24.02,24.13,23.42,22.7,15.65,8.59
61.25,66.92,72.59,72.92,73.26,73.93,74.6
66.28,68.91,71.54,70.3,69.05,68.6,68.14
78.19,79.14,80.1,81.01,81.92,82.18,82.43
25.6,25.88,26.17,20.47,14.77,11.68,8.59
14.96,16.12,17.29,16.03,14.77,15.4,16.04
72.94,73.2,73.45,73.36,73.26,73.93,74.6
36.71,33.24,29.77,26.24,22.7,19.37,16.04
14.8,12.27,9.74,12.26,14.77,15.4,16.04
24.71,25.68,26.65,31.24,35.82,41.59,47.36
22.67,28.2,33.72,34.77,35.82,36.45,37.08
37.28,41.64,46.0,46.21,46.42,48.96,51.5
44.32,48.61,52.91,44.36,35.82,39.4,42.97
22.6,23.38,24.16,15.62,7.07,25.02,42.97
58.26,54.82,51.38,43.6,35.82,41.59,47.36
9.61,10.47,11.33,9.2,7.07,7.83,8.59
78.57,78.43,78.29,77.3,76.31,76.95,77.59
34.67,28.31,21.94,14.5,7.07,11.55,16.04
37.7,41.52,45.34,43.6,41.87,36.52,31.16
25.79,33.62,41.45,38.64,35.82,29.99,24.16
16.3,17.95,19.61,13.34,7.07,29.28,51.5
65.33,69.08,72.84,74.58,76.31,77.9,79.5
15.38,14.52,13.66,10.36,7.07,7.83,8.59
74.56,76.25,77.94,76.42,74.91,73.84,72.76
43.78,46.29,48.81,45.34,41.87,44.62,47.36
21.9,18.29,14.68,14.72,14.77,11.68,8.59
65.62,60.65,55.68,42.69,29.7,22.87,16.04
58.64,61.82,65.01,62.94,60.87,58.0,55.12
67.24,65.44,63.64,70.52,77.4,80.82,84.25
43.43,50.24,57.05,54.09,51.13,44.1,37.08
38.36,32.34,26.33,20.55,14.77,7.38,0.0
85.9,86.38,86.85,86.85,86.85,85.92,84.98
18.78,16.9,15.03,18.86,22.7,32.84,42.97
13.82,12.86,11.91,20.8,29.7,33.39,37.08
9.42,12.43,15.44,11.26,7.07,11.55,16.04
16.49,15.57,14.65,14.71,14.77,15.4,16.04
35.59,36.54,37.5,41.96,46.42,52.52,58.63
32.95,26.6,20.25,13.66,7.07,7.83,8.59
81.28,83.46,85.64,84.44,83.25,82.84,82.43
17.06,18.05,19.04,9.52,0.0,0.0,0.0
24.67,25.61,26.55,28.12,29.7,22.87,16.04
14.93,11.3,7.67,24.77,41.87,44.62,47.36
6.56,16.08,25.6,38.36,51.13,33.58,16.04
0.0,0.0,0.0,3.54,7.07,7.83,8.59
58.99,60.87,62.75,62.92,63.1,62.07,61.04
9.39,4.7,0.0,0.0,0.0,4.3,8.59
79.02,73.42,67.81,71.36,74.91,77.68,80.46
66.32,66.19,66.06,60.49,54.92,43.04,31.16
11.62,14.24,16.87,11.97,7.07,11.55,16.04
44.19,48.42,52.66,49.54,46.42,41.75,37.08
29.74,32.51,35.28,28.99,22.7,23.43,24.16
67.75,64.31,60.87,59.39,57.91,44.54,31.16
13.69,17.27,20.85,17.81,14.77,22.96,31.16
24.07,29.18,34.29,35.06,35.82,29.99,24.16
85.51,87.32,89.14,90.67,92.2,93.11,94.02
40.91,45.05,49.19,59.86,70.52,70.19,69.86
55.36,58.19,61.03,62.06,63.1,62.07,61.04
97.68,97.71,97.74,97.93,98.12,98.09,98.06
23.85,40.53,57.21,60.16,63.1,47.13,31.16
80.26,80.74,81.22,80.44,79.66,80.06,80.46
55.68,57.02,58.36,56.64,54.92,55.02,55.12
29.42,28.83,28.24,28.97,29.7,33.39,37.08
45.56,44.16,42.76,36.23,29.7,30.43,31.16
63.39,69.2,75.01,83.05,91.09,89.7,88.32
51.26,54.87,58.48,52.45,46.42,46.89,47.36
8.88,9.52,10.16,12.46,14.77,19.46,24.16
91.34,91.48,91.63,91.92,92.2,92.12,92.04
28.49,27.01,25.53,20.15,14.77,11.68,8.59
58.61,47.86,37.12,25.94,14.77,31.06,47.36
41.55,42.46,43.36,44.89,46.42,48.96,51.5
79.72,81.09,82.46,82.19,81.92,83.08,84.25
49.12,48.24,47.37,38.53,29.7,26.93,24.16
47.95,47.76,47.56,49.34,51.13,44.1,37.08
26.62,28.22,29.83,26.26,22.7,23.43,24.16
77.55,76.23,74.91,76.16,77.4,76.0,74.6
47.09,44.68,42.28,39.05,35.82,41.59,47.36
70.17,73.96,77.75,80.24,82.74,82.58,82.43
69.28,70.32,71.35,73.13,74.91,75.57,76.23
60.52,55.66,50.81,50.97,51.13,49.24,47.36
64.12,67.35,70.58,75.12,79.66,84.58,89.5
63.2,61.74,60.27,61.68,63.1,63.62,64.13
75.9,77.32,78.73,78.6,78.48,78.54,78.61
25.21,36.17,47.12,41.47,35.82,41.59,47.36
16.59,13.07,9.55,27.99,46.42,46.89,47.36
22.92,17.34,11.75,9.41,7.07,3.54,0.0
61.51,60.5,59.5,57.21,54.92,53.21,51.5
61.67,60.0,58.33,58.12,57.91,56.52,55.12
90.74,91.31,91.88,93.44,95.0,94.98,94.97
5.7,2.85,0.0,0.0,0.0,8.02,16.04
57.88,55.56,53.23,52.18,51.13,49.24,47.36
33.14,35.94,38.75,40.31,41.87,39.48,37.08
33.59,39.96,46.32,48.72,51.13,47.05,42.97
85.2,88.75,92.3,92.66,93.03,94.06,95.1
64.41,63.61,62.81,58.86,54.92,39.54,24.16
4.74,4.96,5.19,9.98,14.77,19.46,24.16
26.97,19.93,12.89,21.3,29.7,26.93,24.16
11.72,21.9,32.09,39.26,46.42,46.89,47.36
35.37,37.7,40.02,31.36,22.7,32.84,42.97
73.51,68.4,63.29,62.08,60.87,60.96,61.04
27.51,29.52,31.52,19.29,7.07,3.54,0.0
53.39,58.68,63.96,57.54,51.13,54.88,58.63
4.93,5.96,7.0,3.5,0.0,0.0,0.0
18.02,18.29,18.56,24.13,29.7,30.43,31.16
12.07,6.04,0.0,0.0,0.0,0.0,0.0
18.62,18.95,19.29,13.18,7.07,3.54,0.0
32.76,31.98,31.2,19.13,7.07,7.83,8.59
61.29,60.13,58.96,56.94,54.92,51.14,47.36
0.0,6.54,13.09,10.08,7.07,11.55,16.04
59.63,57.37,55.11,59.1,63.1,64.56,66.01
56.03,53.26,50.49,43.16,35.82,36.45,37.08
5.41,6.32,7.23,7.15,7.07,3.54,0.0
55.97,47.86,39.76,43.09,46.42,44.7,42.97
22.35,13.92,5.48,2.74,0.0,0.0,0.0
7.99,7.1,6.21,10.49,14.77,15.4,16.04
39.89,26.52,13.15,13.96,14.77,19.46,24.16
73.1,71.14,69.18,69.11,69.05,65.04,61.04
42.82,44.92,47.02,46.72,46.42,38.79,31.16
5.13,2.56,0.0,0.0,0.0,0.0,0.0
20.98,24.48,27.98,17.52,7.07,7.83,8.59
0.0,0.0,0.0,7.38,14.77,15.4,16.04
20.38,15.92,11.46,9.26,7.07,11.55,16.04
66.16,59.32,52.47,53.7,54.92,56.78,58.63
24.16,18.56,12.96,6.48,0.0,0.0,0.0
0.0,6.91,13.82,18.26,22.7,35.03,47.36
0.0,0.0,0.0,0.0,0.0,4.3,8.59
69.79,61.58,53.36,57.12,60.87,60.96,61.04
36.68,24.77,12.86,6.43,0.0,8.02,16.04
35.82,32.75,29.67,35.77,41.87,36.52,31.16
43.84,43.38,42.92,39.37,35.82,43.66,51.5
49.16,45.38,41.61,38.71,35.82,29.99,24.16
0.0,2.4,4.81,9.79,14.77,15.4,16.04
73.61,72.35,71.09,72.18,73.26,70.7,68.14
50.97,48.72,46.48,48.8,51.13,51.32,51.5
39.03,46.08,53.14,52.14,51.13,41.14,31.16
42.6,42.96,43.33,25.2,7.07,11.55,16.04
31.26,39.46,47.66,44.76,41.87,28.96,16.04
62.85,63.14,63.42,63.26,63.1,55.23,47.36
9.17,11.68,14.2,21.95,29.7,22.87,16.04
32.57,27.7,22.83,22.76,22.7,32.84,42.97
7.32,6.28,5.25,10.01,14.77,28.87,42.97
0.0,0.0,0.0,11.35,22.7,26.93,31.16
55.14,47.96,40.78,41.32,41.87,44.62,47.36
13.12,22.11,31.1,30.4,29.7,26.93,24.16
24.04,20.1,16.17,11.62,7.07,7.83,8.59
35.18,34.21,33.24,34.53,35.82,48.43,61.04
25.88,38.58,51.29,54.6,57.91,36.97,16.04
15.0,19.26,23.53,23.12,22.7,23.43,24.16
0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.94,55.16,57.37,60.23,63.1,50.09,37.08
57.21,68.58,79.94,77.42,74.91,76.76,78.61
5.92,2.96,0.0,11.35,22.7,44.36,66.01
51.38,52.82,54.25,34.51,14.77,11.68,8.59
43.87,45.06,46.26,44.06,41.87,39.48,37.08
92.49,91.93,91.37,90.82,90.26,88.16,86.06
25.72,17.69,9.65,4.82,0.0,4.3,8.59
54.57,45.6,36.64,21.86,7.07,3.54,0.0
14.2,10.66,7.13,10.95,14.77,15.4,16.04
32.31,32.71,33.11,20.09,7.07,7.83,8.59
29.99,30.86,31.74,30.72,29.7,36.34,42.97
76.09,72.24,68.39,70.04,71.7,63.41,55.12
57.66,59.4,61.13,58.02,54.92,43.04,31.16
57.15,56.75,56.35,46.08,35.82,36.45,37.08
32.06,24.96,17.86,12.47,7.07,37.6,68.14
54.12,55.65,57.18,62.18,67.18,41.61,16.04
65.43,60.03,54.63,58.86,63.1,63.62,64.13
14.04,15.4,16.75,23.22,29.7,36.34,42.97
42.12,40.39,38.65,37.24,35.82,45.47,55.12
43.74,39.4,35.05,40.74,46.42,48.96,51.5
23.3,25.86,28.43,25.56,22.7,37.1,51.5
11.97,11.92,11.88,9.48,7.07,3.54,0.0
30.91,26.38,21.84,14.46,7.07,11.55,16.04
30.56,30.22,29.89,38.16,46.42,38.79,31.16
0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.76,77.41,71.06,77.46,83.86,84.42,84.98
30.37,38.95,47.53,63.0,78.48,74.94,71.39
23.18,11.59,0.0,0.0,0.0,0.0,0.0
8.09,11.52,14.96,11.02,7.07,7.83,8.59
48.84,45.38,41.93,44.18,46.42,44.7,42.97
80.64,83.76,86.88,85.91,84.94,83.97,83.0
52.53,48.26,44.0,25.53,7.07,11.55,16.04
9.96,13.34,16.71,11.89,7.07,7.83,8.59
6.59,6.0,5.41,10.09,14.77,15.4,16.04
15.57,17.05,18.53,16.65,14.77,11.68,8.59
58.68,60.19,61.7,62.4,63.1,62.07,61.04
66.99,68.42,69.85,67.72,65.58,65.8,66.01
7.35,9.3,11.24,9.15,7.07,11.55,16.04
17.7,26.47,35.24,32.47,29.7,22.87,16.04
21.49,25.23,28.97,25.84,22.7,19.37,16.04
57.59,50.32,43.04,36.37,29.7,26.93,24.16
38.4,34.22,30.05,32.94,35.82,33.49,31.16
11.05,14.34,17.64,20.17,22.7,23.43,24.16
0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.95,42.26,41.58,41.72,41.87,39.48,37.08
31.49,15.74,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.59,39.32,38.05,33.88,29.7,38.53,47.36
32.28,35.21,38.14,44.64,51.13,51.32,51.5
64.82,64.18,63.55,60.73,57.91,61.02,64.13
9.01,11.64,14.26,14.52,14.77,11.68,8.59
35.94,29.88,23.81,23.26,22.7,29.89,37.08
9.33,9.68,10.03,8.55,7.07,7.83,8.59
0.0,3.55,7.1,18.4,29.7,33.39,37.08
6.14,15.1,24.07,23.38,22.7,19.37,16.04
52.21,51.42,50.62,43.22,35.82,25.93,16.04
60.78,61.93,63.07,52.47,41.87,36.52,31.16
28.43,21.64,14.84,10.96,7.07,7.83,8.59
8.53,8.32,8.12,4.06,0.0,0.0,0.0
15.06,18.16,21.27,28.54,35.82,41.59,47.36
65.87,66.81,67.75,70.5,73.26,69.64,66.01
21.74,17.94,14.14,14.46,14.77,15.4,16.04
20.41,19.44,18.47,16.62,14.77,11.68,8.59
41.52,41.84,42.15,32.42,22.7,26.93,31.16
50.21,49.59,48.97,45.42,41.87,42.42,42.97
7.07,31.66,56.26,62.65,69.05,71.82,74.6
41.26,53.3,65.33,67.92,70.52,35.26,0.0
14.84,14.54,14.23,18.46,22.7,26.93,31.16
25.09,20.08,15.06,37.97,60.87,58.0,55.12
0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.98,13.77,16.56,19.63,22.7,29.89,37.08
46.9,33.92,20.95,17.86,14.77,19.46,24.16
7.7,3.85,0.0,0.0,0.0,0.0,0.0
74.53,73.8,73.07,73.99,74.91,73.84,72.76
73.07,73.05,73.03,72.36,71.7,70.78,69.86
28.46,26.66,24.86,27.28,29.7,26.93,24.16
21.94,23.37,24.8,23.75,22.7,19.37,16.04
0.0,0.0,0.0,0.0,0.0,4.3,8.59
8.4,7.38,6.37,6.72,7.07,7.83,8.59
37.34,40.97,44.6,33.65,22.7,19.37,16.04
65.49,67.91,70.33,72.62,74.91,73.84,72.76
62.46,56.02,49.57,32.17,14.77,19.46,24.16
26.58,27.79,29.0,21.88,14.77,15.4,16.04
33.56,34.28,34.99,21.03,7.07,15.62,24.16
9.77,4.88,0.0,3.54,7.07,7.83,8.59
89.33,89.38,89.43,90.04,90.64,90.23,89.82
5.44,11.63,17.83,20.26,22.7,26.93,31.16
26.2,13.1,0.0,3.54,7.07,7.83,8.59
33.21,31.88,30.56,30.13,29.7,45.37,61.04
6.81,6.81,6.81,6.94,7.07,3.54,0.0
23.88,25.44,27.0,20.88,14.77,25.92,37.08
6.69,6.36,6.02,3.01,0.0,4.3,8.59
20.44,15.98,11.52,5.76,0.0,27.56,55.12
70.52,69.55,68.58,63.24,57.91,59.48,61.04
39.67,35.2,30.72,26.71,22.7,19.37,16.04
19.36,18.07,16.78,11.92,7.07,11.55,16.04
46.29,45.38,44.48,33.59,22.7,32.84,42.97
21.43,19.9,18.37,20.54,22.7,19.37,16.04
62.21,60.52,58.83,59.85,60.87,60.96,61.04
13.66,14.86,16.05,15.41,14.77,22.96,31.16
17.99,9.0,0.0,0.0,0.0,0.0,0.0
12.16,9.43,6.69,6.88,7.07,7.83,8.59
12.23,13.01,13.79,6.9,0.0,0.0,0.0
26.42,27.51,28.59,21.68,14.77,19.46,24.16
12.96,14.7,16.43,11.75,7.07,19.11,31.16
78.26,79.93,81.6,80.99,80.39,81.41,82.43
28.81,37.48,46.16,46.29,46.42,46.89,47.36
37.63,36.63,35.63,35.72,35.82,22.2,8.59
68.61,63.33,58.04,56.48,54.92,51.14,47.36
42.57,35.08,27.6,21.18,14.77,19.46,24.16
67.3,58.54,49.79,50.46,51.13,54.88,58.63
12.1,31.88,51.67,49.04,46.42,31.23,16.04
17.67,20.46,23.24,19.0,14.77,7.38,0.0
25.95,23.28,20.6,10.3,0.0,0.0,0.0
22.57,20.12,17.67,12.37,7.07,7.83,8.59
7.23,3.62,0.0,0.0,0.0,0.0,0.0
6.94,15.11,23.27,19.02,14.77,15.4,16.04
42.98,42.06,41.13,38.48,35.82,36.45,37.08
38.71,34.28,29.86,14.93,0.0,0.0,0.0
5.16,6.86,8.56,11.66,14.77,15.4,16.04
22.51,19.37,16.24,19.47,22.7,23.43,24.16
66.03,66.44,66.86,66.22,65.58,63.31,61.04
60.94,69.36,77.78,81.36,84.94,85.98,87.01
40.46,32.97,25.47,16.27,7.07,11.55,16.04
5.28,7.38,9.49,8.28,7.07,7.83,8.59
22.16,27.62,33.08,34.45,35.82,29.99,24.16
9.14,8.09,7.04,3.52,0.0,0.0,0.0
11.46,21.03,30.6,30.15,29.7,22.87,16.04
15.28,10.49,5.7,6.39,7.07,7.83,8.59
12.32,19.42,26.52,20.64,14.77,15.4,16.04
93.16,92.65,92.14,91.2,90.26,89.29,88.32
65.65,59.88,54.12,52.62,51.13,41.14,31.16
5.51,8.6,11.68,17.19,22.7,32.84,42.97
13.88,14.64,15.41,15.09,14.77,22.96,31.16
45.08,43.46,41.83,35.76,29.7,22.87,16.04
18.72,17.16,15.6,11.34,7.07,7.83,8.59
7.13,9.22,11.3,9.18,7.07,7.83,8.59
69.85,68.99,68.13,67.66,67.18,67.66,68.14
0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.65,22.94,22.22,38.57,54.92,56.78,58.63
75.01,74.07,73.13,74.02,74.91,76.25,77.59
52.44,55.08,57.72,57.82,57.91,33.25,8.59
29.83,44.32,58.8,58.36,57.91,36.97,16.04
29.7,24.99,20.28,10.14,0.0,12.08,24.16
0.0,0.0,0.0,7.38,14.77,15.4,16.04
18.15,24.3,30.44,40.78,51.13,49.24,47.36
15.66,12.28,8.91,4.46,0.0,0.0,0.0
15.44,13.72,12.0,13.38,14.77,15.4,16.04
16.33,26.47,36.61,45.76,54.92,39.54,24.16
39.86,33.06,26.27,27.98,29.7,36.34,42.97
0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.32,5.11,4.9,2.45,0.0,0.0,0.0
10.86,5.43,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.29,6.74,6.18,6.62,7.07,3.54,0.0
14.49,14.6,14.71,14.74,14.77,19.46,24.16
