FIPS,2014 EPL_MOBILE,2015 EPL_MOBILE,2016 EPL_MOBILE,2017 EPL_MOBILE,2018 EPL_MOBILE,2019 EPL_MOBILE,2020 EPL_MOBILE
13117,22.73,21.74,20.76,19.71,18.66,18.56,18.46
13119,95.16,94.64,94.11,93.7,93.28,92.84,92.39
13121,1.78,2.0,2.23,2.16,2.1,2.26,2.42
13123,75.01,77.0,78.99,77.85,76.7,74.33,71.96
13125,99.43,98.96,98.5,98.88,99.27,98.06,96.85
13127,52.21,51.68,51.16,48.93,46.7,46.24,45.77
13129,62.62,64.42,66.22,63.62,61.03,59.43,57.83
13131,94.36,93.31,92.26,92.23,92.2,93.09,93.98
13133,73.58,72.75,71.92,72.3,72.68,67.23,61.78
13135,5.35,5.7,6.05,6.06,6.08,5.7,5.32
13137,75.01,75.3,75.58,73.19,70.81,71.39,71.96
13139,47.53,48.09,48.65,48.61,48.58,48.43,48.28
13141,98.28,98.72,99.17,99.1,99.04,98.92,98.79
13143,74.88,74.96,75.04,76.46,77.87,74.23,70.59
13145,31.33,34.02,36.71,37.48,38.24,38.36,38.48
13147,86.85,86.52,86.18,86.77,87.36,87.38,87.4
13149,97.04,96.52,95.99,95.29,94.59,95.3,96.02
13151,10.98,12.19,13.4,13.91,14.42,14.18,13.94
13153,38.65,37.92,37.19,37.4,37.6,36.76,35.93
13155,93.22,92.66,92.1,90.97,89.84,83.21,76.58
13157,67.21,67.83,68.45,67.02,65.58,64.52,63.46
13159,73.93,79.68,85.42,82.82,80.23,76.8,73.36
13161,93.51,94.58,95.64,96.18,96.72,95.49,94.27
13163,91.53,90.92,90.32,90.88,91.44,92.6,93.76
13165,97.64,95.76,93.89,92.17,90.45,93.76,97.07
13167,88.32,88.97,89.62,90.29,90.96,93.49,96.02
13169,80.9,80.07,79.24,80.29,81.34,83.76,86.19
13171,68.42,69.58,70.74,66.03,61.32,64.62,67.92
13173,96.02,94.73,93.44,92.82,92.2,93.73,95.26
13175,90.19,89.96,89.72,90.15,90.58,91.04,91.5
13177,58.29,59.16,60.04,61.49,62.94,57.92,52.9
13179,73.26,69.95,66.63,66.26,65.9,66.77,67.63
13181,98.5,98.3,98.09,96.91,95.73,95.0,94.27
13183,99.75,99.72,99.68,99.5,99.33,99.3,99.27
13185,49.35,48.57,47.79,49.41,51.03,47.5,43.98
13187,69.6,74.12,78.64,78.75,78.86,78.94,79.03
13189,85.2,84.77,84.34,81.6,78.86,83.67,88.48
13191,96.82,97.46,98.09,96.34,94.59,94.0,93.41
13193,89.84,89.73,89.62,91.53,93.44,93.11,92.78
13195,94.24,93.11,91.98,92.2,92.42,92.22,92.01
13197,97.36,97.82,98.28,98.26,98.25,97.79,97.33
13199,86.02,81.36,76.7,76.57,76.44,79.07,81.7
13201,73.8,75.0,76.19,79.7,83.22,87.2,91.18
13205,89.84,90.75,91.66,89.08,86.5,84.45,82.4
13207,79.72,79.48,79.24,77.04,74.85,74.39,73.93
13209,97.17,96.69,96.21,96.86,97.52,98.11,98.7
13211,68.83,68.58,68.32,64.23,60.14,63.71,67.28
13213,97.84,97.47,97.1,97.07,97.04,96.69,96.34
13215,6.65,6.18,5.7,5.89,6.08,5.22,4.36
13217,18.59,21.02,23.46,24.58,25.69,22.42,19.16
13219,24.51,24.75,24.99,24.6,24.2,26.66,29.12
13221,88.54,90.64,92.74,93.86,94.97,94.05,93.13
13223,11.65,12.52,13.4,12.99,12.58,13.72,14.86
13225,67.56,67.54,67.53,67.24,66.95,61.72,56.49
13227,62.97,62.39,61.8,63.95,66.09,66.48,66.87
13229,93.76,94.6,95.45,95.96,96.47,95.78,95.1
13231,56.35,55.5,54.66,56.6,58.55,55.72,52.9
13233,52.56,53.46,54.35,49.3,44.25,44.53,44.81
13235,83.7,85.2,86.69,83.76,80.83,82.57,84.31
13237,89.68,91.46,93.25,92.5,91.75,93.41,95.07
13239,100.0,100.0,100.0,100.0,100.0,99.95,99.9
13241,50.97,52.42,53.87,51.5,49.12,49.32,49.52
13243,79.24,83.8,88.35,85.7,83.06,83.06,83.07
13245,35.24,35.98,36.71,36.87,37.03,35.22,33.42
13247,10.35,11.1,11.84,11.14,10.44,15.07,19.7
13249,98.66,98.68,98.69,97.99,97.29,95.64,93.98
13251,95.61,95.52,95.42,95.94,96.47,96.07,95.67
13253,93.66,93.5,93.35,92.78,92.2,94.27,96.34
13255,32.41,35.1,37.79,36.28,34.77,32.14,29.5
13257,81.15,82.12,83.09,83.84,84.59,83.14,81.7
13259,97.99,96.76,95.54,94.17,92.8,94.99,97.17
13261,69.12,69.69,70.26,69.61,68.96,67.01,65.05
13263,97.04,97.01,96.98,96.78,96.59,95.28,93.98
13265,93.28,96.04,98.79,99.02,99.24,99.19,99.14
13267,97.61,97.98,98.34,98.02,97.71,97.52,97.33
13269,98.54,98.84,99.14,98.66,98.19,98.12,98.06
13271,92.01,94.28,96.56,95.4,94.24,91.6,88.96
13273,75.61,70.81,66.0,66.16,66.32,65.32,64.32
13275,70.61,69.83,69.05,70.86,72.68,73.66,74.63
13277,87.3,86.74,86.18,86.44,86.69,85.92,85.14
13279,86.5,85.74,84.97,83.0,81.03,81.36,81.7
13281,66.73,59.88,53.04,55.2,57.37,58.82,60.28
13283,92.49,94.35,96.21,97.31,98.41,97.3,96.18
13285,35.24,35.76,36.29,35.15,34.0,34.97,35.93
13287,88.76,87.72,86.69,81.82,76.95,79.21,81.48
13289,99.43,98.86,98.28,97.52,96.75,96.91,97.07
13291,49.35,49.12,48.9,51.37,53.84,59.27,64.7
13293,71.28,71.87,72.46,73.66,74.85,71.06,67.28
13295,62.27,62.35,62.43,59.61,56.8,57.0,57.19
13297,31.33,32.68,34.03,35.82,37.6,38.23,38.86
13299,83.06,80.68,78.29,77.81,77.33,79.31,81.29
13301,95.89,95.36,94.84,96.12,97.39,97.68,97.96
13303,95.73,94.8,93.86,94.68,95.51,95.52,95.54
13305,96.15,95.94,95.73,94.86,93.98,94.46,94.94
13307,99.97,99.8,99.62,99.52,99.43,99.44,99.46
13309,96.82,97.87,98.92,97.02,95.13,95.56,95.99
13311,68.23,69.64,71.06,69.82,68.58,74.06,79.54
13313,58.87,58.47,58.07,60.72,63.36,64.2,65.05
13315,98.38,97.38,96.37,94.22,92.07,94.43,96.79
13317,80.9,80.82,80.74,79.31,77.87,82.36,86.86
13319,96.24,96.36,96.47,96.2,95.92,95.1,94.27
13321,99.17,98.93,98.69,97.02,95.35,95.76,96.18
15001,1.05,1.06,1.08,1.04,0.99,1.2,1.4
15003,0.22,0.27,0.32,0.27,0.22,0.35,0.48
15005,0.0,0.0,0.0,0.0,0.0,0.48,0.95
15007,1.05,0.85,0.64,0.43,0.22,0.81,1.4
15009,0.67,1.06,1.46,1.42,1.37,1.16,0.95
16001,17.22,17.36,17.51,17.51,17.51,16.49,15.47
16003,65.14,62.39,59.63,55.33,51.03,47.26,43.48
16005,35.24,38.12,41.01,40.33,39.64,40.15,40.67
16007,38.65,33.44,28.24,27.18,26.11,24.54,22.98
16009,86.85,84.97,83.09,79.6,76.12,74.17,72.22
16011,56.35,57.21,58.07,58.43,58.8,60.08,61.36
16013,22.73,24.62,26.52,27.22,27.92,22.57,17.22
16015,76.25,70.54,64.82,62.05,59.28,63.12,66.96
16017,57.91,58.5,59.09,58.23,57.37,56.61,55.86
16019,22.09,22.78,23.46,24.0,24.55,22.8,21.04
16021,63.42,63.6,63.77,56.7,49.63,43.5,37.36
16023,63.42,59.04,54.66,56.36,58.07,57.63,57.19
16025,48.97,59.38,69.79,65.22,60.65,52.07,43.48
16027,39.22,39.48,39.73,38.38,37.03,36.02,35.01
16029,68.42,56.8,45.18,43.97,42.76,49.85,56.94
16031,61.1,56.37,51.64,52.74,53.84,52.34,50.83
16033,76.25,82.76,89.27,88.54,87.81,82.86,77.91
16035,74.37,73.68,73.0,74.04,75.07,76.22,77.37
16037,66.13,67.96,69.79,67.94,66.09,69.58,73.07
16039,56.06,55.9,55.75,52.43,49.12,48.98,48.85
16041,15.15,13.72,12.29,14.36,16.43,22.96,29.5
16043,48.74,51.3,53.87,53.36,52.85,53.89,54.93
16045,38.65,39.61,40.56,46.98,53.39,51.46,49.52
16047,65.81,67.06,68.32,73.96,79.59,79.04,78.49
16049,68.83,70.38,71.92,70.04,68.16,67.02,65.88
16051,49.35,52.89,56.42,56.26,56.1,50.04,43.98
16053,67.56,64.82,62.08,58.16,54.25,51.44,48.63
16055,42.34,41.04,39.73,39.88,40.02,39.98,39.94
16057,50.02,50.46,50.91,49.9,48.9,48.59,48.28
16059,72.17,69.76,67.34,66.32,65.3,69.46,73.62
16061,61.45,63.83,66.22,69.54,72.87,69.3,65.72
16063,87.3,87.1,86.91,87.02,87.14,88.16,89.18
16065,26.07,25.9,25.72,22.74,19.77,21.66,23.55
16067,56.06,52.91,49.76,47.0,44.25,45.01,45.77
16069,39.22,39.48,39.73,41.64,43.55,45.92,48.28
16071,31.33,26.62,21.9,25.86,29.83,25.67,21.51
16073,80.04,78.56,77.08,78.96,80.83,81.16,81.48
16075,57.53,58.44,59.34,60.18,61.03,56.96,52.9
16077,73.58,74.78,75.99,80.21,84.43,88.44,92.46
16079,49.7,50.86,52.02,52.43,52.85,52.28,51.72
16081,33.91,35.55,37.19,46.84,56.48,50.52,44.56
16083,34.73,34.96,35.18,35.64,36.1,36.92,37.75
16085,45.5,47.08,48.65,47.46,46.26,44.31,42.36
16087,56.99,51.38,45.78,44.14,42.5,55.06,67.63
17001,22.09,20.39,18.69,18.39,18.08,20.82,23.55
17003,74.37,70.3,66.22,57.56,48.9,50.9,52.9
17005,54.86,57.77,60.68,57.04,53.39,58.29,63.18
17007,27.63,24.38,21.14,21.81,22.48,21.76,21.04
17009,36.9,41.04,45.18,50.99,56.8,56.87,56.94
17011,10.98,12.8,14.61,12.42,10.22,10.68,11.14
17013,45.5,47.42,49.35,51.1,52.85,53.89,54.93
17015,15.15,16.33,17.51,19.0,20.5,19.83,19.16
17017,58.87,58.47,58.07,54.76,51.45,54.76,58.08
17019,15.15,15.4,15.66,16.38,17.1,17.44,17.79
17021,23.91,22.9,21.9,22.49,23.08,24.43,25.78
17023,52.98,53.2,53.42,50.65,47.88,45.42,42.97
17025,72.17,74.44,76.7,76.82,76.95,78.48,80.01
17027,51.51,51.58,51.64,51.54,51.45,49.3,47.14
17029,23.3,23.38,23.46,23.46,23.46,23.72,23.97
17031,2.39,2.48,2.58,2.48,2.39,2.56,2.74
17033,43.27,43.78,44.29,43.53,42.76,42.56,42.36
17035,55.68,58.07,60.46,55.36,50.27,51.14,52.01
17037,9.93,9.62,9.3,8.38,7.45,7.78,8.12
17039,20.73,22.64,24.55,23.24,21.94,24.63,27.31
17041,12.26,15.95,19.64,22.1,24.55,24.88,25.21
17043,0.67,0.66,0.64,0.66,0.67,0.57,0.48
17045,28.14,29.84,31.55,29.74,27.92,29.88,31.83
17047,66.51,69.22,71.92,71.73,71.54,74.46,77.37
17049,33.21,35.2,37.19,36.21,35.24,36.67,38.1
17051,70.61,71.04,71.47,68.26,65.04,62.14,59.23
17053,11.65,10.66,9.68,8.57,7.45,12.34,17.22
17055,54.86,53.25,51.64,52.74,53.84,54.62,55.41
17057,15.15,14.06,12.96,12.5,12.03,13.75,15.47
17059,73.93,70.28,66.63,68.82,71.0,77.24,83.48
17061,38.43,40.05,41.67,43.96,46.26,46.38,46.5
17063,18.59,18.64,18.69,18.93,19.17,18.2,17.22
17065,71.98,73.43,74.88,72.67,70.46,73.34,76.23
17067,30.28,30.56,30.85,30.93,31.01,28.66,26.32
17069,82.62,83.05,83.48,82.88,82.27,80.94,79.6
17071,52.98,53.82,54.66,51.89,49.12,48.98,48.85
17073,8.76,8.4,8.05,7.75,7.45,7.18,6.91
17075,16.14,15.02,13.91,14.44,14.96,18.97,22.98
17077,56.77,53.06,49.35,48.61,47.88,48.08,48.28
17079,50.97,51.07,51.16,51.72,52.28,55.39,58.5
17081,73.93,72.82,71.7,71.08,70.46,70.76,71.07
17083,33.43,32.14,30.85,27.7,24.55,27.59,30.62
17085,13.44,16.07,18.69,16.83,14.96,13.74,12.51
17087,81.41,79.85,78.29,79.4,80.52,81.8,83.07
17089,2.39,2.31,2.23,2.16,2.1,2.42,2.74
17091,29.26,30.41,31.55,31.28,31.01,31.42,31.83
17093,0.67,0.5,0.32,0.27,0.22,0.11,0.0
17095,13.69,15.6,17.51,16.5,15.5,17.6,19.7
17097,5.99,6.02,6.05,6.25,6.46,6.68,6.91
17099,19.99,19.34,18.69,18.1,17.51,16.74,15.98
17101,50.43,47.36,44.29,52.8,61.32,63.76,66.2
17103,16.84,17.76,18.69,16.3,13.91,17.2,20.5
17105,22.09,23.32,24.55,25.33,26.11,26.22,26.32
17107,16.84,15.72,14.61,15.06,15.5,16.64,17.79
17109,27.28,28.82,30.37,28.24,26.11,23.58,21.04
17111,1.78,2.0,2.23,2.31,2.39,2.41,2.42
17113,17.83,17.37,16.91,16.67,16.43,16.83,17.22
17115,12.26,10.97,9.68,9.7,9.71,9.9,10.09
17117,37.85,37.82,37.79,36.52,35.24,38.16,41.09
17119,12.26,12.28,12.29,11.9,11.52,11.7,11.87
17121,75.01,72.64,70.26,70.74,71.22,73.72,76.23
17123,15.15,14.27,13.4,13.32,13.24,11.42,9.61
17125,43.27,42.9,42.53,41.56,40.59,37.1,33.61
17127,75.61,76.95,78.29,76.34,74.4,74.16,73.93
17129,24.51,24.28,24.04,20.78,17.51,19.0,20.5
17131,16.84,15.88,14.93,16.5,18.08,16.78,15.47
17133,9.39,10.84,12.29,11.0,9.71,9.28,8.85
17135,31.77,35.2,38.62,36.93,35.24,32.93,30.62
17137,31.77,31.94,32.12,32.78,33.43,37.56,41.69
17139,30.28,26.65,23.02,19.72,16.43,16.63,16.84
17141,16.84,16.72,16.59,15.25,13.91,11.76,9.61
17143,5.35,5.82,6.3,6.04,5.79,5.08,4.36
17145,60.04,58.52,56.99,55.41,53.84,53.7,53.56
17147,16.14,14.22,12.29,13.1,13.91,13.75,13.59
17149,50.97,45.99,41.01,38.56,36.1,38.6,41.09
17151,85.8,84.64,83.48,79.28,75.07,75.65,76.23
17153,83.38,82.38,81.38,80.58,79.78,78.37,76.96
17155,23.3,22.6,21.9,24.56,27.22,31.34,35.46
17157,58.87,58.12,57.37,57.08,56.8,57.44,58.08
17159,53.9,52.18,50.46,50.05,49.63,51.15,52.67
17161,10.35,11.88,13.4,12.72,12.03,11.34,10.66
17163,27.63,27.36,27.09,27.15,27.22,25.6,23.97
17165,62.27,61.82,61.38,62.16,62.94,60.72,58.5
17167,21.68,22.57,23.46,22.97,22.48,22.0,21.51
17169,43.27,48.34,53.42,54.76,56.1,54.06,52.01
17171,51.51,48.64,45.78,44.27,42.76,45.69,48.63
17173,51.83,51.5,51.16,50.03,48.9,50.06,51.21
17175,19.99,18.02,16.05,16.24,16.43,18.74,21.04
17177,15.7,16.92,18.15,17.29,16.43,18.46,20.5
17179,6.3,6.88,7.45,7.45,7.45,7.41,7.38
17181,69.12,67.88,66.63,65.0,63.36,64.62,65.88
17183,26.07,24.76,23.46,23.46,23.46,23.22,22.98
17185,47.98,48.44,48.9,52.5,56.1,59.26,62.41
17187,13.69,15.6,17.51,17.51,17.51,13.56,9.61
17189,45.5,48.33,51.16,49.87,48.58,46.28,43.98
17191,83.38,83.43,83.48,85.94,88.41,86.63,84.85
17193,47.18,52.62,58.07,58.96,59.85,56.88,53.91
17195,12.77,14.22,15.66,14.45,13.24,11.04,8.85
17197,4.49,4.79,5.09,5.26,5.44,5.16,4.87
17199,40.46,40.3,40.15,42.2,44.25,42.97,41.69
17201,6.3,6.3,6.3,6.19,6.08,5.7,5.32
17203,15.7,14.33,12.96,10.43,7.9,8.15,8.4
18001,8.76,10.03,11.3,12.6,13.91,14.38,14.86
18003,13.69,14.31,14.93,14.68,14.42,14.18,13.94
18005,33.21,33.08,32.95,34.1,35.24,33.31,31.38
18007,18.15,17.53,16.91,17.21,17.51,15.32,13.14
18009,40.75,40.65,40.56,34.98,29.39,26.68,23.97
18011,16.84,16.44,16.05,15.24,14.42,14.64,14.86
18013,36.9,36.28,35.66,35.68,35.69,33.98,32.27
18015,38.65,36.92,35.18,33.1,31.01,29.8,28.58
18017,23.3,22.22,21.14,22.11,23.08,23.8,24.51
18019,26.07,25.06,24.04,23.75,23.46,25.22,26.99
18021,50.97,45.1,39.22,40.4,41.58,44.78,47.99
18023,13.69,15.3,16.91,17.21,17.51,17.36,17.22
18025,78.1,80.01,81.92,82.57,83.22,85.62,88.03
18027,41.39,38.52,35.66,34.03,32.41,35.92,39.43
18029,15.7,13.28,10.86,12.91,14.96,15.22,15.47
18031,28.14,29.26,30.37,28.8,27.22,24.76,22.31
18033,36.39,37.32,38.24,39.91,41.58,41.97,42.36
18035,22.09,21.42,20.76,21.11,21.46,21.88,22.31
18037,34.73,32.18,29.64,27.1,24.55,20.88,17.22
18039,29.26,30.93,32.6,32.51,32.41,33.71,35.01
18041,26.07,23.98,21.9,22.19,22.48,26.55,30.62
18043,8.05,7.38,6.72,6.78,6.84,7.48,8.12
18045,50.43,49.11,47.79,47.84,47.88,48.94,50.0
18047,49.7,45.44,41.17,45.4,49.63,54.43,59.23
18049,59.76,59.04,58.33,53.46,48.58,49.05,49.52
18051,59.41,58.04,56.67,58.4,60.14,58.0,55.86
18053,26.71,27.17,27.63,27.78,27.92,29.1,30.27
18055,79.4,80.66,81.92,80.39,78.86,75.96,73.07
18057,5.99,6.02,6.05,6.25,6.46,6.52,6.59
18059,5.99,5.85,5.7,5.89,6.08,6.73,7.38
18061,62.27,61.96,61.64,62.1,62.56,63.63,64.7
18063,7.55,6.08,4.62,4.52,4.43,5.51,6.59
18065,14.61,15.76,16.91,18.96,21.01,21.66,22.31
18067,17.22,16.9,16.59,15.78,14.96,15.22,15.47
18069,22.09,21.14,20.18,21.82,23.46,24.62,25.78
18071,56.35,54.47,52.59,49.8,47.02,45.5,43.98
18073,23.3,21.47,19.64,20.79,21.94,19.18,16.42
18075,30.88,30.86,30.85,31.63,32.41,34.88,37.36
18077,41.77,45.76,49.76,48.82,47.88,51.2,54.52
18079,81.41,77.38,73.35,74.74,76.12,78.18,80.24
18081,10.98,11.41,11.84,11.68,11.52,10.81,10.09
18083,31.77,32.9,34.03,38.4,42.76,40.62,38.48
18085,54.86,55.76,56.67,55.88,55.08,51.96,48.85
18087,35.24,33.68,32.12,31.56,31.01,34.38,37.75
18089,4.49,4.79,5.09,5.26,5.44,5.68,5.92
18091,18.59,19.86,21.14,21.54,21.94,20.82,19.7
18093,51.51,50.43,49.35,49.24,49.12,50.42,51.72
18095,23.91,24.45,24.99,24.04,23.08,23.52,23.97
18097,5.7,6.0,6.3,6.19,6.08,6.0,5.92
18099,32.41,33.22,34.03,34.17,34.32,36.04,37.75
18101,78.57,74.57,70.58,69.9,69.21,65.98,62.76
18103,52.56,49.95,47.34,46.8,46.26,42.56,38.86
18105,22.73,23.86,24.99,26.46,27.92,28.25,28.58
18107,30.88,30.86,30.85,28.48,26.11,29.86,33.61
18109,28.49,29.67,30.85,33.94,37.03,37.76,38.48
18111,8.05,9.15,10.25,11.74,13.24,21.18,29.12
18113,40.75,41.77,42.79,41.47,40.15,40.41,40.67
18115,37.22,40.75,44.29,49.07,53.84,61.33,68.81
18117,83.06,80.85,78.64,75.95,73.26,72.61,71.96
18119,75.9,80.04,84.18,83.22,82.27,81.45,80.62
18121,63.93,61.78,59.63,61.28,62.94,66.05,69.16
18123,55.68,55.17,54.66,52.14,49.63,53.06,56.49
18125,67.94,63.14,58.33,61.14,63.96,63.57,63.18
18127,22.73,22.65,22.57,21.79,21.01,21.66,22.31
18129,40.75,36.85,32.95,34.67,36.39,35.2,34.02
18131,60.04,60.84,61.64,60.46,59.28,61.02,62.76
18133,50.02,46.85,43.68,45.35,47.02,43.67,40.32
18135,36.9,33.27,29.64,29.31,28.97,30.62,32.27
18137,39.92,34.08,28.24,31.96,35.69,38.39,41.09
18139,15.15,14.27,13.4,14.45,15.5,15.48,15.47
18141,5.35,6.04,6.72,6.59,6.46,6.52,6.59
18143,71.03,70.24,69.44,70.49,71.54,70.18,68.81
18145,18.59,17.32,16.05,15.51,14.96,17.33,19.7
18147,54.86,54.36,53.87,52.16,50.46,54.27,58.08
18149,38.65,38.64,38.62,39.61,40.59,42.7,44.81
18151,53.61,54.3,54.98,55.33,55.68,54.79,53.91
18153,60.04,64.24,68.45,64.88,61.32,59.7,58.08
18155,76.25,76.84,77.43,77.57,77.71,78.28,78.84
18157,10.98,10.62,10.25,11.42,12.58,13.08,13.59
18159,22.09,30.17,38.24,42.25,46.26,43.46,40.67
18161,36.9,42.55,48.2,53.14,58.07,55.04,52.01
18163,9.39,10.12,10.86,10.54,10.22,10.15,10.09
18165,37.22,36.2,35.18,38.14,41.1,39.23,37.36
18167,19.99,18.75,17.51,17.3,17.1,14.49,11.87
18169,24.51,23.2,21.9,21.92,21.94,20.82,19.7
18171,27.63,28.16,28.69,25.58,22.48,21.76,21.04
18173,23.3,22.6,21.9,22.68,23.46,24.89,26.32
18175,80.04,79.34,78.64,77.38,76.12,75.02,73.93
18177,19.48,19.56,19.64,19.4,19.17,17.02,14.86
18179,22.73,25.34,27.95,30.06,32.16,33.09,34.02
18181,56.77,55.1,53.42,54.95,56.48,55.42,54.36
18183,23.91,26.08,28.24,25.85,23.46,26.86,30.27
19001,11.65,11.97,12.29,14.7,17.1,14.12,11.14
19003,28.14,27.62,27.09,24.28,21.46,19.62,17.79
19005,54.86,56.6,58.33,60.85,63.36,65.5,67.63
19007,39.51,38.88,38.24,36.74,35.24,37.96,40.67
19009,2.39,3.74,5.09,5.44,5.79,4.26,2.74
19011,12.77,11.51,10.25,9.46,8.66,9.9,11.14
19013,12.77,13.34,13.91,14.71,15.5,15.18,14.86
19015,17.22,17.07,16.91,17.5,18.08,17.46,16.84
19017,8.05,7.75,7.45,7.45,7.45,6.16,4.87
19019,23.91,22.34,20.76,20.26,19.77,23.04,26.32
19021,11.65,13.29,14.93,13.76,12.58,10.98,9.39
19023,6.65,7.05,7.45,8.36,9.26,8.83,8.4
19025,4.49,4.56,4.62,4.73,4.84,5.08,5.32
19027,2.74,2.1,1.46,1.42,1.37,2.05,2.74
19029,6.65,6.8,6.94,7.05,7.16,6.54,5.92
19031,19.99,20.38,20.76,21.35,21.94,20.82,19.7
19033,8.76,8.4,8.05,7.98,7.9,11.68,15.47
19035,9.39,8.31,7.23,5.83,4.43,4.88,5.32
19037,9.93,9.62,9.3,10.41,11.52,10.18,8.85
19039,41.77,39.48,37.19,33.08,28.97,28.48,27.98
19041,7.55,6.08,4.62,4.52,4.43,5.18,5.92
19043,24.9,30.6,36.29,33.28,30.28,27.4,24.51
19045,7.55,8.42,9.3,8.98,8.66,9.02,9.39
19047,12.26,17.42,22.57,27.36,32.16,29.57,26.99
19049,9.39,9.14,8.88,9.66,10.44,10.79,11.14
19051,35.24,31.44,27.63,27.15,26.68,29.03,31.38
19053,37.85,36.14,34.42,34.83,35.24,35.12,35.01
19055,8.76,13.46,18.15,19.58,21.01,18.5,15.98
19057,18.59,21.32,24.04,25.36,26.68,23.59,20.5
19059,34.29,36.46,38.62,39.86,41.1,38.06,35.01
19061,15.7,15.88,16.05,16.24,16.43,16.63,16.84
19063,7.55,11.08,14.61,15.86,17.1,17.44,17.79
19065,14.23,14.58,14.93,18.2,21.46,25.02,28.58
19067,5.99,5.54,5.09,5.78,6.46,5.67,4.87
19069,4.49,5.4,6.3,8.01,9.71,10.42,11.14
19071,29.8,26.41,23.02,23.78,24.55,20.88,17.22
19073,6.65,5.17,3.69,4.26,4.84,7.75,10.66
19075,9.39,9.53,9.68,9.0,8.31,12.76,17.22
19077,14.23,13.6,12.96,13.69,14.42,14.64,14.86
19079,5.35,6.04,6.72,8.58,10.44,10.55,10.66
19081,21.2,18.62,16.05,14.04,12.03,12.27,12.51
19083,7.13,8.4,9.68,11.8,13.91,12.0,10.09
19085,18.15,18.42,18.69,17.1,15.5,21.4,27.31
19087,23.91,26.08,28.24,27.46,26.68,25.32,23.97
19089,7.55,8.9,10.25,10.65,11.05,8.49,5.92
19091,9.39,8.42,7.45,9.25,11.05,10.86,10.66
19093,7.13,6.11,5.09,7.4,9.71,9.66,9.61
19095,12.26,15.2,18.15,18.11,18.08,21.93,25.78
19097,33.43,36.58,39.73,39.68,39.64,41.56,43.48
19099,21.2,21.17,21.14,21.81,22.48,20.14,17.79
19101,55.68,50.43,45.18,47.4,49.63,50.82,52.01
19103,24.9,22.83,20.76,21.62,22.48,20.82,19.16
19105,31.77,30.7,29.64,30.69,31.74,30.16,28.58
19107,19.99,18.29,16.59,14.58,12.58,13.08,13.59
19109,2.1,2.51,2.93,2.82,2.71,2.96,3.21
19111,30.88,28.7,26.52,26.6,26.68,25.32,23.97
19113,17.22,18.43,19.64,19.71,19.77,18.78,17.79
19115,43.27,47.22,51.16,53.42,55.68,58.52,61.36
19117,29.8,26.18,22.57,22.02,21.46,22.98,24.51
19119,5.7,5.16,4.62,6.64,8.66,10.26,11.87
19121,18.15,20.02,21.9,22.68,23.46,22.25,21.04
19123,22.73,23.38,24.04,25.98,27.92,25.73,23.55
19125,19.99,19.34,18.69,21.08,23.46,24.62,25.78
19127,14.23,14.58,14.93,13.22,11.52,12.73,13.94
19129,24.51,25.52,26.52,23.14,19.77,19.11,18.46
19131,5.7,6.58,7.45,8.58,9.71,8.54,7.38
19133,22.73,17.84,12.96,11.7,10.44,14.8,19.16
19135,55.68,58.18,60.68,62.56,64.44,66.44,68.43
19137,15.15,13.5,11.84,11.68,11.52,9.96,8.4
19139,30.88,31.5,32.12,32.26,32.41,32.65,32.88
19141,12.26,9.86,7.45,7.45,7.45,9.66,11.87
19143,2.93,3.31,3.69,3.63,3.57,3.16,2.74
19145,8.76,9.5,10.25,9.98,9.71,9.28,8.85
19147,8.05,7.5,6.94,5.43,3.92,2.88,1.85
19149,12.26,13.44,14.61,15.06,15.5,15.96,16.42
19151,3.57,3.83,4.08,4.0,3.92,5.26,6.59
19153,8.05,7.75,7.45,7.68,7.9,8.38,8.85
19155,15.7,14.0,12.29,14.15,16.01,19.16,22.31
19157,12.77,15.46,18.15,18.11,18.08,19.8,21.51
19159,36.39,35.78,35.18,32.73,30.28,28.03,25.78
19161,7.13,6.72,6.3,6.38,6.46,7.43,8.4
19163,11.65,10.66,9.68,9.7,9.71,9.9,10.09
19165,6.3,6.88,7.45,5.94,4.43,5.18,5.92
19167,14.23,14.07,13.91,14.16,14.42,13.46,12.51
19169,16.84,16.25,15.66,15.84,16.01,17.58,19.16
19171,17.22,16.9,16.59,17.05,17.51,18.6,19.7
19173,26.71,26.22,25.72,27.34,28.97,28.14,27.31
19175,21.2,23.86,26.52,24.8,23.08,21.39,19.7
19177,39.92,40.8,41.67,42.44,43.2,42.6,42.01
19179,30.28,26.42,22.57,22.82,23.08,23.8,24.51
19181,18.59,18.05,17.51,17.51,17.51,17.36,17.22
19183,25.44,26.53,27.63,27.78,27.92,24.72,21.51
19185,37.22,34.03,30.85,31.98,33.11,36.27,39.43
19187,10.98,10.92,10.86,11.44,12.03,11.58,11.14
19189,4.14,3.19,2.23,2.05,1.88,1.64,1.4
19191,6.65,8.45,10.25,11.74,13.24,13.59,13.94
19193,14.61,14.26,13.91,14.16,14.42,16.79,19.16
19195,10.98,8.85,6.72,5.78,4.84,6.62,8.4
19197,6.3,5.46,4.62,5.73,6.84,5.86,4.87
20001,47.98,46.88,45.78,43.18,40.59,40.63,40.67
20003,62.62,57.6,52.59,44.81,37.03,30.77,24.51
20005,24.9,24.18,23.46,21.32,19.17,23.24,27.31
20007,39.92,35.15,30.37,30.33,30.28,29.13,27.98
