12:40:07 Fold 1/6: --------------------------------

12:40:07 Training model --------------------------------
12:40:09 Epoch 1/200, Training Loss: 14.9696
12:41:25 Epoch 108/200, Training Loss: 1.2783
12:41:26 Epoch 109/200, Training Loss: 1.2765
12:41:27 Epoch 110/200, Training Loss: 1.2741
12:41:28 Epoch 111/200, Training Loss: 1.2731
12:41:29 Epoch 112/200, Training Loss: 1.273
12:41:30 Epoch 113/200, Training Loss: 1.271
12:41:31 Epoch 114/200, Training Loss: 1.2702
12:41:32 Epoch 115/200, Training Loss: 1.2696
12:41:33 Epoch 116/200, Training Loss: 1.2671
12:41:34 Epoch 117/200, Training Loss: 1.2662
12:41:35 Epoch 118/200, Training Loss: 1.2654
12:41:36 Epoch 119/200, Training Loss: 1.2638
12:41:37 Epoch 120/200, Training Loss: 1.2622
12:41:38 Epoch 121/200, Training Loss: 1.2611
12:41:40 Epoch 122/200, Training Loss: 1.2596
12:41:41 Epoch 123/200, Training Loss: 1.2588
12:41:42 Epoch 124/200, Training Loss: 1.2584
12:41:43 Epoch 125/200, Training Loss: 1.2563
12:41:44 Epoch 126/200, Training Loss: 1.2549
12:41:45 Epoch 127/200, Training Loss: 1.2538
12:41:46 Epoch 128/200, Training Loss: 1.2526
12:41:47 Epoch 129/200, Training Loss: 1.2508
12:41:48 Epoch 130/200, Training Loss: 1.2491
12:41:49 Epoch 131/200, Training Loss: 1.2486
12:41:50 Epoch 132/200, Training Loss: 1.2476
12:41:51 Epoch 133/200, Training Loss: 1.2462
12:41:52 Epoch 134/200, Training Loss: 1.2455
12:41:53 Epoch 135/200, Training Loss: 1.2434
12:41:54 Epoch 136/200, Training Loss: 1.2414
12:41:54 Epoch 137/200, Training Loss: 1.2407
12:41:54 Epoch 138/200, Training Loss: 1.2402
12:41:55 Epoch 139/200, Training Loss: 1.2378
12:41:55 Epoch 140/200, Training Loss: 1.2371
12:41:55 Epoch 141/200, Training Loss: 1.236
12:41:55 Epoch 142/200, Training Loss: 1.2338
12:41:55 Epoch 143/200, Training Loss: 1.2327
12:41:55 Epoch 144/200, Training Loss: 1.2318
12:41:55 Epoch 145/200, Training Loss: 1.2295
12:41:55 Epoch 146/200, Training Loss: 1.229
12:41:55 Epoch 147/200, Training Loss: 1.2279
12:41:55 Epoch 148/200, Training Loss: 1.225
12:41:55 Epoch 149/200, Training Loss: 1.2242
12:41:55 Epoch 150/200, Training Loss: 1.2231
12:41:56 Epoch 151/200, Training Loss: 1.2214
12:41:56 Epoch 152/200, Training Loss: 1.2204
12:41:56 Epoch 153/200, Training Loss: 1.2196
12:41:56 Epoch 154/200, Training Loss: 1.2171
12:41:56 Epoch 155/200, Training Loss: 1.2161
12:41:56 Epoch 156/200, Training Loss: 1.2146
12:41:56 Epoch 157/200, Training Loss: 1.2127
12:41:56 Epoch 158/200, Training Loss: 1.2119
12:41:56 Epoch 159/200, Training Loss: 1.2106
12:41:56 Epoch 160/200, Training Loss: 1.2081
12:41:56 Epoch 161/200, Training Loss: 1.2077
12:41:56 Epoch 162/200, Training Loss: 1.2064
12:41:56 Epoch 163/200, Training Loss: 1.2043
12:41:56 Epoch 164/200, Training Loss: 1.2033
12:41:57 Epoch 165/200, Training Loss: 1.2017
12:41:57 Epoch 166/200, Training Loss: 1.1998
12:41:57 Epoch 167/200, Training Loss: 1.199
12:41:57 Epoch 168/200, Training Loss: 1.1971
12:41:57 Epoch 169/200, Training Loss: 1.1951
12:41:57 Epoch 170/200, Training Loss: 1.1947
12:41:57 Epoch 171/200, Training Loss: 1.1927
12:41:57 Epoch 172/200, Training Loss: 1.1908
12:41:57 Epoch 173/200, Training Loss: 1.189
12:41:57 Epoch 174/200, Training Loss: 1.1874
12:41:57 Epoch 175/200, Training Loss: 1.1862
12:41:57 Epoch 176/200, Training Loss: 1.1854
12:41:57 Epoch 177/200, Training Loss: 1.1836
12:41:58 Epoch 178/200, Training Loss: 1.1829
12:41:58 Epoch 179/200, Training Loss: 1.181
12:41:58 Epoch 180/200, Training Loss: 1.179
12:41:58 Epoch 181/200, Training Loss: 1.1772
12:41:58 Epoch 182/200, Training Loss: 1.1765
12:41:58 Epoch 183/200, Training Loss: 1.1744
12:41:58 Epoch 184/200, Training Loss: 1.1727
12:41:58 Epoch 185/200, Training Loss: 1.1712
12:41:58 Epoch 186/200, Training Loss: 1.1694
12:41:58 Epoch 187/200, Training Loss: 1.168
12:41:58 Epoch 188/200, Training Loss: 1.1665
12:41:58 Epoch 189/200, Training Loss: 1.1648
12:41:58 Epoch 190/200, Training Loss: 1.1635
12:41:59 Epoch 191/200, Training Loss: 1.1611
12:41:59 Epoch 192/200, Training Loss: 1.1594
12:41:59 Epoch 193/200, Training Loss: 1.1589
12:41:59 Epoch 194/200, Training Loss: 1.1568
12:41:59 Epoch 195/200, Training Loss: 1.1554
12:41:59 Epoch 196/200, Training Loss: 1.1545
12:41:59 Epoch 197/200, Training Loss: 1.1513
12:41:59 Epoch 198/200, Training Loss: 1.1501
12:41:59 Epoch 199/200, Training Loss: 1.1494
12:41:59 Epoch 200/200, Training Loss: 1.1473
12:41:59 Model training complete and best model saved --------------------------------

12:41:59 Testing model --------------------------------
12:41:59 Test Loss on this fold: 2.9390
12:41:59 Model testing complete --------------------------------

12:41:59 Fold 4/6: --------------------------------

12:41:59 Training model --------------------------------
12:41:59 Epoch 1/200, Training Loss: 14.3895
12:41:59 Epoch 2/200, Training Loss: 6.0089
12:41:59 Epoch 3/200, Training Loss: 4.0111
12:42:00 Epoch 4/200, Training Loss: 2.9551
12:42:00 Epoch 5/200, Training Loss: 2.7681
12:42:00 Epoch 6/200, Training Loss: 2.2384
12:42:00 Epoch 7/200, Training Loss: 2.0606
12:42:00 Epoch 8/200, Training Loss: 1.8791
12:42:00 Epoch 9/200, Training Loss: 1.7419
12:42:00 Epoch 10/200, Training Loss: 1.6818
12:42:00 Epoch 11/200, Training Loss: 1.6249
12:42:00 Epoch 12/200, Training Loss: 1.5978
12:42:00 Epoch 13/200, Training Loss: 1.5694
12:42:00 Epoch 14/200, Training Loss: 1.558
12:42:01 Epoch 15/200, Training Loss: 1.5444
12:42:01 Epoch 16/200, Training Loss: 1.536
12:42:01 Epoch 17/200, Training Loss: 1.5281
12:42:01 Epoch 18/200, Training Loss: 1.5241
12:42:01 Epoch 19/200, Training Loss: 1.5183
12:42:01 Epoch 20/200, Training Loss: 1.5152
12:42:01 Epoch 21/200, Training Loss: 1.5108
12:42:01 Epoch 22/200, Training Loss: 1.5078
12:42:01 Epoch 23/200, Training Loss: 1.5045
12:42:01 Epoch 24/200, Training Loss: 1.5021
12:42:01 Epoch 25/200, Training Loss: 1.4996
12:42:01 Epoch 26/200, Training Loss: 1.497
12:42:02 Epoch 27/200, Training Loss: 1.4948
12:42:02 Epoch 28/200, Training Loss: 1.4929
12:42:02 Epoch 29/200, Training Loss: 1.4908
12:42:02 Epoch 30/200, Training Loss: 1.4889
12:42:02 Epoch 31/200, Training Loss: 1.4868
12:42:02 Epoch 32/200, Training Loss: 1.4851
12:42:02 Epoch 33/200, Training Loss: 1.4836
12:42:02 Epoch 34/200, Training Loss: 1.4821
12:42:02 Epoch 35/200, Training Loss: 1.4798
12:42:02 Epoch 36/200, Training Loss: 1.4781
12:42:02 Epoch 37/200, Training Loss: 1.4766
12:42:03 Epoch 38/200, Training Loss: 1.4746
12:42:03 Epoch 39/200, Training Loss: 1.4732
12:42:03 Epoch 40/200, Training Loss: 1.4715
12:42:03 Epoch 41/200, Training Loss: 1.4693
12:42:03 Epoch 42/200, Training Loss: 1.4679
12:42:03 Epoch 43/200, Training Loss: 1.4663
12:42:03 Epoch 44/200, Training Loss: 1.4645
12:42:03 Epoch 45/200, Training Loss: 1.4631
12:42:03 Epoch 46/200, Training Loss: 1.4611
12:42:03 Epoch 47/200, Training Loss: 1.4599
12:42:03 Epoch 48/200, Training Loss: 1.4585
12:42:04 Epoch 49/200, Training Loss: 1.4567
12:42:04 Epoch 50/200, Training Loss: 1.4552
12:42:04 Epoch 51/200, Training Loss: 1.4541
12:42:04 Epoch 52/200, Training Loss: 1.4524
12:42:04 Epoch 53/200, Training Loss: 1.451
12:42:04 Epoch 54/200, Training Loss: 1.4487
12:42:04 Epoch 55/200, Training Loss: 1.447
12:42:04 Epoch 56/200, Training Loss: 1.4456
12:42:04 Epoch 57/200, Training Loss: 1.4443
12:42:04 Epoch 58/200, Training Loss: 1.4431
12:42:04 Epoch 59/200, Training Loss: 1.4412
12:42:05 Epoch 60/200, Training Loss: 1.4398
12:42:05 Epoch 61/200, Training Loss: 1.4382
12:42:05 Epoch 62/200, Training Loss: 1.4364
12:42:05 Epoch 63/200, Training Loss: 1.4344
12:42:05 Epoch 64/200, Training Loss: 1.4332
12:42:05 Epoch 65/200, Training Loss: 1.4322
12:42:05 Epoch 66/200, Training Loss: 1.4308
12:42:05 Epoch 67/200, Training Loss: 1.4294
12:42:05 Epoch 68/200, Training Loss: 1.4272
12:42:05 Epoch 69/200, Training Loss: 1.4254
12:42:05 Epoch 70/200, Training Loss: 1.4241
12:42:06 Epoch 71/200, Training Loss: 1.4227
12:42:06 Epoch 72/200, Training Loss: 1.4214
12:42:06 Epoch 73/200, Training Loss: 1.4211
12:42:06 Epoch 74/200, Training Loss: 1.4184
12:42:06 Epoch 75/200, Training Loss: 1.4164
12:42:06 Epoch 76/200, Training Loss: 1.415
12:42:06 Epoch 77/200, Training Loss: 1.4136
12:42:06 Epoch 78/200, Training Loss: 1.4126
12:42:06 Epoch 79/200, Training Loss: 1.4107
12:42:06 Epoch 80/200, Training Loss: 1.4096
12:42:06 Epoch 81/200, Training Loss: 1.4075
12:42:07 Epoch 82/200, Training Loss: 1.4063
12:42:07 Epoch 83/200, Training Loss: 1.4045
12:42:07 Epoch 84/200, Training Loss: 1.4033
12:42:07 Epoch 85/200, Training Loss: 1.4011
12:42:07 Epoch 86/200, Training Loss: 1.3997
12:42:07 Epoch 87/200, Training Loss: 1.3989
12:42:07 Epoch 88/200, Training Loss: 1.3968
12:42:07 Epoch 89/200, Training Loss: 1.3954
12:42:07 Epoch 90/200, Training Loss: 1.3939
12:42:07 Epoch 91/200, Training Loss: 1.3916
12:42:07 Epoch 92/200, Training Loss: 1.3897
12:42:08 Epoch 93/200, Training Loss: 1.3888
12:42:08 Epoch 94/200, Training Loss: 1.3873
12:42:08 Epoch 95/200, Training Loss: 1.3861
12:42:08 Epoch 96/200, Training Loss: 1.3849
12:42:08 Epoch 97/200, Training Loss: 1.3825
12:42:08 Epoch 98/200, Training Loss: 1.3805
12:42:08 Epoch 99/200, Training Loss: 1.379
12:42:08 Epoch 100/200, Training Loss: 1.377
12:42:08 Epoch 101/200, Training Loss: 1.3753
12:42:08 Epoch 102/200, Training Loss: 1.3754
12:42:08 Epoch 103/200, Training Loss: 1.3726
12:42:09 Epoch 104/200, Training Loss: 1.3708
12:42:09 Epoch 105/200, Training Loss: 1.3693
12:42:09 Epoch 106/200, Training Loss: 1.3676
12:42:09 Epoch 107/200, Training Loss: 1.3663
12:42:09 Epoch 108/200, Training Loss: 1.3651
12:42:09 Epoch 109/200, Training Loss: 1.3626
12:42:09 Epoch 110/200, Training Loss: 1.3605
12:42:09 Epoch 111/200, Training Loss: 1.3594
12:42:09 Epoch 112/200, Training Loss: 1.3575
12:42:09 Epoch 113/200, Training Loss: 1.3559
12:42:09 Epoch 114/200, Training Loss: 1.3547
12:42:10 Epoch 115/200, Training Loss: 1.352
12:42:10 Epoch 116/200, Training Loss: 1.3501
12:42:10 Epoch 117/200, Training Loss: 1.3492
12:42:10 Epoch 118/200, Training Loss: 1.3474
12:42:10 Epoch 119/200, Training Loss: 1.3457
12:42:10 Epoch 120/200, Training Loss: 1.3444
12:42:10 Epoch 121/200, Training Loss: 1.342
12:42:10 Epoch 122/200, Training Loss: 1.3394
12:42:10 Epoch 123/200, Training Loss: 1.3384
12:42:10 Epoch 124/200, Training Loss: 1.3362
12:42:10 Epoch 125/200, Training Loss: 1.3342
12:42:10 Epoch 126/200, Training Loss: 1.3338
12:42:11 Epoch 127/200, Training Loss: 1.3315
12:42:11 Epoch 128/200, Training Loss: 1.3286
12:42:11 Epoch 129/200, Training Loss: 1.3269
12:42:11 Epoch 130/200, Training Loss: 1.3249
12:42:11 Epoch 131/200, Training Loss: 1.3235
12:42:11 Epoch 132/200, Training Loss: 1.3233
12:42:11 Epoch 133/200, Training Loss: 1.3203
12:42:11 Epoch 134/200, Training Loss: 1.3184
12:42:11 Epoch 135/200, Training Loss: 1.3166
12:42:11 Epoch 136/200, Training Loss: 1.3137
12:42:11 Epoch 137/200, Training Loss: 1.3115
12:42:12 Epoch 138/200, Training Loss: 1.31
12:42:12 Epoch 139/200, Training Loss: 1.3093
12:42:12 Epoch 140/200, Training Loss: 1.3074
12:42:12 Epoch 141/200, Training Loss: 1.3056
12:42:12 Epoch 142/200, Training Loss: 1.3025
12:42:12 Epoch 143/200, Training Loss: 1.3005
12:42:12 Epoch 144/200, Training Loss: 1.2986
12:42:12 Epoch 145/200, Training Loss: 1.2972
12:42:12 Epoch 146/200, Training Loss: 1.2955
12:42:12 Epoch 147/200, Training Loss: 1.2948
12:42:12 Epoch 148/200, Training Loss: 1.2917
12:42:12 Epoch 149/200, Training Loss: 1.2884
12:42:12 Epoch 150/200, Training Loss: 1.2863
12:42:13 Epoch 151/200, Training Loss: 1.2847
12:42:13 Epoch 152/200, Training Loss: 1.2833
12:42:13 Epoch 153/200, Training Loss: 1.2825
12:42:13 Epoch 154/200, Training Loss: 1.2803
12:42:13 Epoch 155/200, Training Loss: 1.2764
12:42:13 Epoch 156/200, Training Loss: 1.2741
12:42:13 Epoch 157/200, Training Loss: 1.272
12:42:13 Epoch 158/200, Training Loss: 1.2713
12:42:13 Epoch 159/200, Training Loss: 1.2701
12:42:13 Epoch 160/200, Training Loss: 1.2689
12:42:13 Epoch 161/200, Training Loss: 1.2649
12:42:13 Epoch 162/200, Training Loss: 1.2621
12:42:13 Epoch 163/200, Training Loss: 1.26
12:42:14 Epoch 164/200, Training Loss: 1.2587
12:42:14 Epoch 165/200, Training Loss: 1.2582
12:42:14 Epoch 166/200, Training Loss: 1.2563
12:42:14 Epoch 167/200, Training Loss: 1.2535
12:42:14 Epoch 168/200, Training Loss: 1.25
12:42:14 Epoch 169/200, Training Loss: 1.2477
12:42:14 Epoch 170/200, Training Loss: 1.2463
12:42:14 Epoch 171/200, Training Loss: 1.245
12:42:14 Epoch 172/200, Training Loss: 1.2421
12:42:14 Epoch 173/200, Training Loss: 1.2409
12:42:14 Epoch 174/200, Training Loss: 1.2375
12:42:14 Epoch 175/200, Training Loss: 1.2353
12:42:14 Epoch 176/200, Training Loss: 1.2337
12:42:15 Epoch 177/200, Training Loss: 1.2316
12:42:15 Epoch 178/200, Training Loss: 1.2293
12:42:15 Epoch 179/200, Training Loss: 1.2282
12:42:15 Epoch 180/200, Training Loss: 1.225
12:42:15 Epoch 181/200, Training Loss: 1.2228
12:42:15 Epoch 182/200, Training Loss: 1.221
12:42:15 Epoch 183/200, Training Loss: 1.2191
12:42:15 Epoch 184/200, Training Loss: 1.2167
12:42:15 Epoch 185/200, Training Loss: 1.2149
12:42:15 Epoch 186/200, Training Loss: 1.2121
12:42:15 Epoch 187/200, Training Loss: 1.209
12:42:15 Epoch 188/200, Training Loss: 1.2079
12:42:16 Epoch 189/200, Training Loss: 1.2058
12:42:17 Epoch 190/200, Training Loss: 1.2032
12:42:18 Epoch 191/200, Training Loss: 1.2018
12:42:20 Epoch 192/200, Training Loss: 1.199
12:42:21 Epoch 193/200, Training Loss: 1.1972
12:42:22 Epoch 194/200, Training Loss: 1.1949
12:42:23 Epoch 195/200, Training Loss: 1.1914
12:42:24 Epoch 196/200, Training Loss: 1.1889
12:42:25 Epoch 197/200, Training Loss: 1.1877
12:42:26 Epoch 198/200, Training Loss: 1.1867
12:42:27 Epoch 199/200, Training Loss: 1.1857
12:42:29 Epoch 200/200, Training Loss: 1.1823
12:42:29 Model training complete and best model saved --------------------------------

12:42:29 Testing model --------------------------------
12:42:29 Test Loss on this fold: 2.0440
12:42:29 Model testing complete --------------------------------

12:42:29 Fold 5/6: --------------------------------

12:42:29 Training model --------------------------------
12:42:30 Epoch 1/200, Training Loss: 14.3865
12:42:31 Epoch 2/200, Training Loss: 6.1998
12:42:32 Epoch 3/200, Training Loss: 4.1451
12:42:33 Epoch 4/200, Training Loss: 2.9728
12:42:34 Epoch 5/200, Training Loss: 2.9062
12:42:35 Epoch 6/200, Training Loss: 2.5821
12:42:37 Epoch 7/200, Training Loss: 2.1728
12:42:38 Epoch 8/200, Training Loss: 1.9919
12:42:38 Epoch 9/200, Training Loss: 1.8145
12:42:39 Epoch 10/200, Training Loss: 1.7328
12:42:41 Epoch 11/200, Training Loss: 1.6817
12:42:42 Epoch 12/200, Training Loss: 1.6532
12:42:43 Epoch 13/200, Training Loss: 1.6269
12:42:44 Epoch 14/200, Training Loss: 1.6138
12:42:45 Epoch 15/200, Training Loss: 1.5995
12:42:45 Epoch 16/200, Training Loss: 1.593
12:42:45 Epoch 17/200, Training Loss: 1.5837
12:42:45 Epoch 18/200, Training Loss: 1.5791
12:42:45 Epoch 19/200, Training Loss: 1.5726
12:42:45 Epoch 20/200, Training Loss: 1.5688
12:42:45 Epoch 21/200, Training Loss: 1.5638
12:42:45 Epoch 22/200, Training Loss: 1.5604
12:42:46 Epoch 23/200, Training Loss: 1.5565
12:42:46 Epoch 24/200, Training Loss: 1.5536
12:42:46 Epoch 25/200, Training Loss: 1.5502
12:42:46 Epoch 26/200, Training Loss: 1.5475
12:42:46 Epoch 27/200, Training Loss: 1.5445
12:42:46 Epoch 28/200, Training Loss: 1.542
12:42:46 Epoch 29/200, Training Loss: 1.5396
12:42:46 Epoch 30/200, Training Loss: 1.5368
12:42:46 Epoch 31/200, Training Loss: 1.5347
12:42:46 Epoch 32/200, Training Loss: 1.5326
12:42:46 Epoch 33/200, Training Loss: 1.5301
12:42:46 Epoch 34/200, Training Loss: 1.5284
12:42:46 Epoch 35/200, Training Loss: 1.5258
12:42:46 Epoch 36/200, Training Loss: 1.5237
12:42:47 Epoch 37/200, Training Loss: 1.5217
12:42:47 Epoch 38/200, Training Loss: 1.5197
12:42:47 Epoch 39/200, Training Loss: 1.5177
12:42:47 Epoch 40/200, Training Loss: 1.5158
12:42:47 Epoch 41/200, Training Loss: 1.514
12:42:47 Epoch 42/200, Training Loss: 1.5119
12:42:47 Epoch 43/200, Training Loss: 1.5102
12:42:47 Epoch 44/200, Training Loss: 1.5085
12:42:47 Epoch 45/200, Training Loss: 1.5066
12:42:47 Epoch 46/200, Training Loss: 1.5047
12:42:47 Epoch 47/200, Training Loss: 1.503
12:42:47 Epoch 48/200, Training Loss: 1.5018
12:42:47 Epoch 49/200, Training Loss: 1.4998
12:42:47 Epoch 50/200, Training Loss: 1.4985
12:42:47 Epoch 51/200, Training Loss: 1.497
12:42:48 Epoch 52/200, Training Loss: 1.4952
12:42:48 Epoch 53/200, Training Loss: 1.4941
12:42:48 Epoch 54/200, Training Loss: 1.4923
12:42:48 Epoch 55/200, Training Loss: 1.4901
12:42:48 Epoch 56/200, Training Loss: 1.4885
12:42:48 Epoch 57/200, Training Loss: 1.4873
12:42:48 Epoch 58/200, Training Loss: 1.485
12:42:48 Epoch 59/200, Training Loss: 1.484
12:42:48 Epoch 60/200, Training Loss: 1.4823
12:42:48 Epoch 61/200, Training Loss: 1.48
12:42:48 Epoch 62/200, Training Loss: 1.4784
12:42:48 Epoch 63/200, Training Loss: 1.4771
12:42:48 Epoch 64/200, Training Loss: 1.4752
12:42:48 Epoch 65/200, Training Loss: 1.474
12:42:49 Epoch 66/200, Training Loss: 1.4725
12:42:49 Epoch 67/200, Training Loss: 1.4705
12:42:49 Epoch 68/200, Training Loss: 1.4689
12:42:49 Epoch 69/200, Training Loss: 1.4671
12:42:49 Epoch 70/200, Training Loss: 1.4659
12:42:49 Epoch 71/200, Training Loss: 1.4643
12:42:49 Epoch 72/200, Training Loss: 1.4624
12:42:49 Epoch 73/200, Training Loss: 1.4609
12:42:49 Epoch 74/200, Training Loss: 1.4592
12:42:49 Epoch 75/200, Training Loss: 1.4572
12:42:49 Epoch 76/200, Training Loss: 1.456
12:42:49 Epoch 77/200, Training Loss: 1.4549
12:42:49 Epoch 78/200, Training Loss: 1.4525
12:42:50 Epoch 79/200, Training Loss: 1.4512
12:42:50 Epoch 80/200, Training Loss: 1.45
12:42:50 Epoch 81/200, Training Loss: 1.4481
12:42:50 Epoch 82/200, Training Loss: 1.4471
12:42:50 Epoch 83/200, Training Loss: 1.4453
12:42:50 Epoch 84/200, Training Loss: 1.4432
12:42:50 Epoch 85/200, Training Loss: 1.4415
12:42:50 Epoch 86/200, Training Loss: 1.4396
12:42:50 Epoch 87/200, Training Loss: 1.4382
12:42:50 Epoch 88/200, Training Loss: 1.4366
12:42:50 Epoch 89/200, Training Loss: 1.4351
12:42:50 Epoch 90/200, Training Loss: 1.4336
12:42:51 Epoch 91/200, Training Loss: 1.4314
12:42:51 Epoch 92/200, Training Loss: 1.4298
12:42:51 Epoch 93/200, Training Loss: 1.4284
12:42:51 Epoch 94/200, Training Loss: 1.4267
12:42:51 Epoch 95/200, Training Loss: 1.425
12:42:51 Epoch 96/200, Training Loss: 1.4236
12:42:51 Epoch 97/200, Training Loss: 1.4217
12:42:51 Epoch 98/200, Training Loss: 1.4196
12:42:51 Epoch 99/200, Training Loss: 1.4182
12:42:51 Epoch 100/200, Training Loss: 1.4168
12:42:51 Epoch 101/200, Training Loss: 1.4156
12:42:52 Epoch 102/200, Training Loss: 1.4136
12:42:52 Epoch 103/200, Training Loss: 1.4113
12:42:52 Epoch 104/200, Training Loss: 1.4091
12:42:52 Epoch 105/200, Training Loss: 1.4078
12:42:52 Epoch 106/200, Training Loss: 1.4069
12:42:52 Epoch 107/200, Training Loss: 1.4057
12:42:52 Epoch 108/200, Training Loss: 1.4032
12:42:52 Epoch 109/200, Training Loss: 1.401
12:42:52 Epoch 110/200, Training Loss: 1.3988
12:42:52 Epoch 111/200, Training Loss: 1.3969
12:42:52 Epoch 112/200, Training Loss: 1.3961
12:42:52 Epoch 113/200, Training Loss: 1.3949
12:42:53 Epoch 114/200, Training Loss: 1.3947
12:42:53 Epoch 115/200, Training Loss: 1.3917
12:42:53 Epoch 116/200, Training Loss: 1.3898
12:42:53 Epoch 117/200, Training Loss: 1.3877
12:42:53 Epoch 118/200, Training Loss: 1.3858
12:42:53 Epoch 119/200, Training Loss: 1.3838
12:42:53 Epoch 120/200, Training Loss: 1.3817
12:42:53 Epoch 121/200, Training Loss: 1.3799
12:42:53 Epoch 122/200, Training Loss: 1.3784
12:42:53 Epoch 123/200, Training Loss: 1.3764
12:42:53 Epoch 124/200, Training Loss: 1.3744
12:42:53 Epoch 125/200, Training Loss: 1.3727
12:42:54 Epoch 126/200, Training Loss: 1.3706
12:42:54 Epoch 127/200, Training Loss: 1.3687
12:42:54 Epoch 128/200, Training Loss: 1.3668
12:42:54 Epoch 129/200, Training Loss: 1.3653
12:42:54 Epoch 130/200, Training Loss: 1.3636
12:42:54 Epoch 131/200, Training Loss: 1.3618
12:42:54 Epoch 132/200, Training Loss: 1.3594
12:42:54 Epoch 133/200, Training Loss: 1.3573
12:42:54 Epoch 134/200, Training Loss: 1.3553
12:42:54 Epoch 135/200, Training Loss: 1.3535
12:42:54 Epoch 136/200, Training Loss: 1.3524
12:42:55 Epoch 137/200, Training Loss: 1.3509
12:42:55 Epoch 138/200, Training Loss: 1.3484
12:42:55 Epoch 139/200, Training Loss: 1.3464
12:42:55 Epoch 140/200, Training Loss: 1.3444
12:42:55 Epoch 141/200, Training Loss: 1.3424
12:42:55 Epoch 142/200, Training Loss: 1.3402
12:42:55 Epoch 143/200, Training Loss: 1.3389
12:42:55 Epoch 144/200, Training Loss: 1.3376
12:42:55 Epoch 145/200, Training Loss: 1.3349
12:42:55 Epoch 146/200, Training Loss: 1.3327
12:42:55 Epoch 147/200, Training Loss: 1.3305
12:42:55 Epoch 148/200, Training Loss: 1.3283
12:42:56 Epoch 149/200, Training Loss: 1.3258
12:42:56 Epoch 150/200, Training Loss: 1.3253
12:42:56 Epoch 151/200, Training Loss: 1.3228
12:42:56 Epoch 152/200, Training Loss: 1.3211
12:42:56 Epoch 153/200, Training Loss: 1.3193
12:42:56 Epoch 154/200, Training Loss: 1.3163
12:42:56 Epoch 155/200, Training Loss: 1.314
12:42:56 Epoch 156/200, Training Loss: 1.3121
12:42:56 Epoch 157/200, Training Loss: 1.3107
12:42:56 Epoch 158/200, Training Loss: 1.3088
12:42:56 Epoch 159/200, Training Loss: 1.3073
12:42:57 Epoch 160/200, Training Loss: 1.305
12:42:57 Epoch 161/200, Training Loss: 1.3022
12:42:57 Epoch 162/200, Training Loss: 1.3
12:42:57 Epoch 163/200, Training Loss: 1.2982
12:42:57 Epoch 164/200, Training Loss: 1.2964
12:42:57 Epoch 165/200, Training Loss: 1.2953
12:42:57 Epoch 166/200, Training Loss: 1.2934
12:42:57 Epoch 167/200, Training Loss: 1.2901
12:42:57 Epoch 168/200, Training Loss: 1.2874
12:42:57 Epoch 169/200, Training Loss: 1.2854
12:42:57 Epoch 170/200, Training Loss: 1.2836
12:42:57 Epoch 171/200, Training Loss: 1.2817
12:42:58 Epoch 172/200, Training Loss: 1.2795
12:42:58 Epoch 173/200, Training Loss: 1.2786
12:42:58 Epoch 174/200, Training Loss: 1.2751
12:42:58 Epoch 175/200, Training Loss: 1.2727
12:42:58 Epoch 176/200, Training Loss: 1.2713
12:42:58 Epoch 177/200, Training Loss: 1.2692
12:42:58 Epoch 178/200, Training Loss: 1.2681
12:42:58 Epoch 179/200, Training Loss: 1.2659
12:42:58 Epoch 180/200, Training Loss: 1.2621
12:42:58 Epoch 181/200, Training Loss: 1.2598
12:42:58 Epoch 182/200, Training Loss: 1.2585
12:42:58 Epoch 183/200, Training Loss: 1.2565
12:42:59 Epoch 184/200, Training Loss: 1.2551
12:42:59 Epoch 185/200, Training Loss: 1.2531
12:42:59 Epoch 186/200, Training Loss: 1.2492
12:42:59 Epoch 187/200, Training Loss: 1.2469
12:42:59 Epoch 188/200, Training Loss: 1.2453
12:42:59 Epoch 189/200, Training Loss: 1.2434
12:42:59 Epoch 190/200, Training Loss: 1.2418
12:42:59 Epoch 191/200, Training Loss: 1.241
12:42:59 Epoch 192/200, Training Loss: 1.2372
12:42:59 Epoch 193/200, Training Loss: 1.2341
12:42:59 Epoch 194/200, Training Loss: 1.2329
12:42:59 Epoch 195/200, Training Loss: 1.2315
12:43:00 Epoch 196/200, Training Loss: 1.2289
12:43:00 Epoch 197/200, Training Loss: 1.2276
12:43:00 Epoch 198/200, Training Loss: 1.2249
12:43:00 Epoch 199/200, Training Loss: 1.2218
12:43:00 Epoch 200/200, Training Loss: 1.2194
12:43:00 Model training complete and best model saved --------------------------------

12:43:00 Testing model --------------------------------
12:43:00 Test Loss on this fold: 1.9037
12:43:00 Model testing complete --------------------------------

12:43:00 Fold 6/6: --------------------------------

12:43:00 Training model --------------------------------
12:43:00 Epoch 1/200, Training Loss: 14.4819
12:43:00 Epoch 2/200, Training Loss: 6.2133
12:43:00 Epoch 3/200, Training Loss: 4.0688
12:43:00 Epoch 4/200, Training Loss: 3.0192
12:43:00 Epoch 5/200, Training Loss: 2.8645
12:43:00 Epoch 6/200, Training Loss: 2.3861
12:43:01 Epoch 7/200, Training Loss: 2.1648
12:43:01 Epoch 8/200, Training Loss: 1.954
12:43:01 Epoch 9/200, Training Loss: 1.8088
12:43:01 Epoch 10/200, Training Loss: 1.7417
12:43:01 Epoch 11/200, Training Loss: 1.6914
